"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","StudyID","SnapshotDate"
-2,8355.072,9.03062405858662,605.296042783856,0.0724465381966614,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8363,9.03157249338153,605.912283668082,0.072451546534507,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8370.928,9.03252002950014,606.528544391248,0.0724565477556667,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8378.856,9.03346666864391,607.144824925177,0.072461541876979,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8386.784,9.03441241250945,607.761125241759,0.0724665289152265,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8394.712,9.03535726278857,608.377445312949,0.0724715088871362,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8402.64,9.03630122116828,608.99378511077,0.0724764818093802,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8410.568,9.03724428933083,609.61014460731,0.0724814476985752,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8418.496,9.03818646895371,610.226523774723,0.0724864065712833,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8426.424,9.03912776170968,610.842922585227,0.0724913584440122,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8434.352,9.04006816926675,611.459341011108,0.072496303333215,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8442.28,9.04100769328827,612.075779024716,0.0725012412552908,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8450.208,9.04194633543288,612.692236598465,0.0725061722265849,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8458.136,9.04288409735457,613.308713704835,0.0725110962633889,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8466.064,9.04382098070266,613.925210316369,0.072516013381941,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8473.992,9.04475698712186,614.541726405676,0.0725209235984264,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8481.92,9.04569211825226,615.158261945428,0.0725258269289769,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8489.848,9.04662637572934,615.774816908361,0.0725307233896721,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8497.776,9.04755976118402,616.391391267274,0.0725356129965387,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8505.704,9.04849227624264,617.007984995032,0.0725404957655512,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8513.632,9.04942392252702,617.624598064559,0.072545371712632,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8521.56,9.05035470165441,618.241230448846,0.0725502408536519,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8529.488,9.05128461523759,618.857882120944,0.0725551032044296,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8537.416,9.05221366488482,619.474553053968,0.0725599587807328,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8545.344,9.05314185219988,620.091243221096,0.0725648075982776,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8553.272,9.05406917878212,620.707952595567,0.0725696496727295,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8561.2,9.05499564622641,621.324681150682,0.072574485019703,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8569.128,9.0559212561232,621.941428859804,0.072579313654762,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8577.056,9.05684601005853,622.558195696358,0.0725841355934201,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8584.984,9.05776990961406,623.17498163383,0.0725889508511407,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8592.912,9.05869295636703,623.791786645767,0.0725937594433374,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8600.84,9.05961515189037,624.408610705779,0.0725985613853738,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8608.768,9.06053649775261,625.025453787533,0.0726033566925642,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8616.696,9.06145699551799,625.64231586476,0.0726081453801735,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8624.624,9.06237664674641,626.25919691125,0.0726129274634175,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8632.552,9.06329545299347,626.876096900852,0.0726177029574629,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8640.48,9.0642134158105,627.493015807479,0.072622471877428,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8648.408,9.06513053674456,628.109953605099,0.0726272342383823,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8656.336,9.06604681733845,628.726910267743,0.0726319900553471,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8664.264,9.06696225913072,629.3438857695,0.0726367393432957,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8672.192,9.06787686365574,629.960880084519,0.0726414821171532,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8680.12,9.06879063244363,630.577893187007,0.0726462183917972,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8688.048,9.06970356702033,631.19492505123,0.0726509481820577,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8695.976,9.07061566890763,631.811975651515,0.0726556715027174,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8703.904,9.07152693962314,632.429044962244,0.0726603883685119,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8711.832,9.07243738068031,633.04613295786,0.0726650987941296,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8719.76,9.07334699358848,633.663239612863,0.0726698027942125,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8727.688,9.07425577985289,634.280364901811,0.0726745003833559,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8735.616,9.07516374097463,634.89750879932,0.0726791915761086,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8743.544,9.07607087845077,635.514671280063,0.0726838763869734,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8751.472,9.07697719377425,636.131852318771,0.072688554830407,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8759.4,9.07788268843399,636.749051890233,0.0726932269208203,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8767.328,9.07878736391486,637.366269969293,0.0726978926725786,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8775.256,9.07969122169769,637.983506530854,0.0727025521000019,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8783.184,9.08059426325933,638.600761549874,0.0727072052173646,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8791.112,9.0814964900726,639.218035001368,0.0727118520388965,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8799.04,9.08239790360636,639.835326860407,0.0727164925787821,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8806.968,9.08329850532549,640.45263710212,0.0727211268511615,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8814.896,9.0841982966909,641.06996570169,0.07272575487013,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8822.824,9.0850972791596,641.687312634355,0.0727303766497388,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8830.752,9.08599545418465,642.304677875412,0.0727349922039949,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8838.68,9.08689282321519,642.92206140021,0.0727396015468611,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8846.608,9.08778938769648,643.539463184156,0.0727442046922567,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8854.536,9.08868514906988,644.156883202709,0.0727488016540572,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8862.464,9.0895801087729,644.774321431386,0.0727533924460947,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8870.392,9.09047426823917,645.391777845757,0.0727579770821579,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8878.32,9.09136762889849,646.009252421447,0.0727625555759926,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8886.248,9.09226019217685,646.626745134135,0.0727671279413015,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8894.176,9.09315195949639,647.244255959555,0.0727716941917447,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8902.104,9.09404293227547,647.861784873494,0.0727762543409395,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8910.032,9.09493311192866,648.479331851795,0.0727808084024609,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8917.96,9.09582249986676,649.096896870353,0.0727853563898417,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8925.888,9.09671109749678,649.714479905115,0.0727898983165725,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8933.816,9.09759890622203,650.332080932085,0.0727944341961022,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8941.744,9.09848592744204,650.949699927318,0.0727989640418377,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8949.672,9.09937216255265,651.567336866923,0.0728034878671445,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8957.6,9.10025761294599,652.184991727061,0.0728080056853466,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8965.528,9.10114228001047,652.802664483946,0.0728125175097268,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8973.456,9.10202616513085,653.420355113845,0.0728170233535268,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8981.384,9.1029092696882,654.038063593077,0.0728215232299473,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
-2,8989.312,9.10379159505994,654.655789898014,0.0728260171521484,"Analysis_cou0001","AA-AA-000-0000",2026-03-26
