"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",1,35,0.0285714285714286
"257","Site",14,183,0.0765027322404372
"384","Site",17,246,0.0691056910569106
"391","Site",6,151,0.0397350993377483
"531","Site",24,689,0.034833091436865
"576","Site",8,184,0.0434782608695652
"1283","Site",4,76,0.0526315789473684
"1364","Site",3,110,0.0272727272727273
"1828","Site",5,149,0.0335570469798658
"1881","Site",13,306,0.042483660130719
"1925","Site",4,67,0.0597014925373134
"1927","Site",4,183,0.0218579234972678
"2392","Site",7,280,0.025
"4695","Site",6,200,0.03
"4712","Site",1,63,0.0158730158730159
"4897","Site",6,120,0.05
"5968","Site",9,267,0.0337078651685393
"5977","Site",3,33,0.0909090909090909
"6230","Site",3,101,0.0297029702970297
"6273","Site",3,70,0.0428571428571429
"6416","Site",13,272,0.0477941176470588
"6530","Site",14,228,0.0614035087719298
"8197","Site",1,89,0.0112359550561798
"8304","Site",8,202,0.0396039603960396
"8454","Site",2,18,0.111111111111111
"8545","Site",0,22,0
"8560","Site",16,393,0.0407124681933842
"8594","Site",21,584,0.035958904109589
"8995","Site",8,264,0.0303030303030303
"9072","Site",5,80,0.0625
"9232","Site",3,87,0.0344827586206897
"9522","Site",13,308,0.0422077922077922
"9560","Site",0,33,0
"9844","Site",2,77,0.025974025974026
"10081","Site",1,13,0.0769230769230769
"10119","Site",2,29,0.0689655172413793
"10325","Site",1,58,0.0172413793103448
"10497","Site",7,216,0.0324074074074074
"10608","Site",7,213,0.0328638497652582
"12432","Site",22,294,0.0748299319727891
"12937","Site",12,245,0.0489795918367347
"12946","Site",0,32,0
"13057","Site",5,40,0.125
"13112","Site",2,28,0.0714285714285714
"13825","Site",6,51,0.117647058823529
"13878","Site",1,16,0.0625
"14408","Site",13,232,0.0560344827586207
"14601","Site",15,328,0.0457317073170732
"14707","Site",4,173,0.023121387283237
"14729","Site",13,240,0.0541666666666667
"16424","Site",16,263,0.0608365019011407
"16470","Site",9,203,0.0443349753694581
"16980","Site",0,20,0
"16996","Site",10,339,0.0294985250737463
"17010","Site",4,117,0.0341880341880342
"17187","Site",23,725,0.0317241379310345
"17208","Site",0,43,0
"17235","Site",12,200,0.06
"17472","Site",8,163,0.049079754601227
"17541","Site",21,537,0.0391061452513966
"17542","Site",7,227,0.0308370044052863
"17555","Site",1,49,0.0204081632653061
"17717","Site",6,243,0.0246913580246914
"17729","Site",10,275,0.0363636363636364
"17799","Site",3,38,0.0789473684210526
"17808","Site",18,502,0.0358565737051793
"17961","Site",12,381,0.031496062992126
"18449","Site",2,47,0.0425531914893617
"18496","Site",5,66,0.0757575757575758
"18537","Site",6,150,0.04
"18548","Site",10,153,0.065359477124183
"18743","Site",3,125,0.024
"18777","Site",11,309,0.0355987055016181
"20531","Site",19,375,0.0506666666666667
"20757","Site",1,27,0.037037037037037
"21380","Site",30,592,0.0506756756756757
"21655","Site",2,42,0.0476190476190476
"22022","Site",1,25,0.04
"22329","Site",1,22,0.0454545454545455
"22677","Site",16,396,0.0404040404040404
"22681","Site",0,26,0
"25127","Site",6,173,0.0346820809248555
"25160","Site",5,35,0.142857142857143
"25171","Site",3,55,0.0545454545454545
"25348","Site",11,216,0.0509259259259259
"25382","Site",3,32,0.09375
"25449","Site",4,180,0.0222222222222222
"25605","Site",23,452,0.0508849557522124
"25858","Site",8,136,0.0588235294117647
"26115","Site",11,236,0.0466101694915254
"26117","Site",13,271,0.047970479704797
"26167","Site",1,18,0.0555555555555556
"26213","Site",10,195,0.0512820512820513
"26499","Site",0,8,0
"26665","Site",6,66,0.0909090909090909
"26725","Site",1,64,0.015625
"26772","Site",5,123,0.040650406504065
"26880","Site",15,406,0.0369458128078818
"26885","Site",4,48,0.0833333333333333
"28689","Site",25,407,0.0614250614250614
"29013","Site",8,151,0.0529801324503311
"29289","Site",1,29,0.0344827586206897
"29476","Site",1,19,0.0526315789473684
"29813","Site",3,53,0.0566037735849057
"29972","Site",13,120,0.108333333333333
"29987","Site",0,10,0
"30089","Site",0,20,0
"30233","Site",4,91,0.043956043956044
"30336","Site",9,237,0.0379746835443038
"30729","Site",9,146,0.0616438356164384
"30741","Site",5,123,0.040650406504065
"30851","Site",2,46,0.0434782608695652
"30984","Site",1,44,0.0227272727272727
"31107","Site",10,288,0.0347222222222222
"32913","Site",4,208,0.0192307692307692
"32920","Site",1,22,0.0454545454545455
"33348","Site",1,31,0.032258064516129
"33396","Site",1,40,0.025
"33539","Site",9,227,0.039647577092511
"33575","Site",1,23,0.0434782608695652
"33617","Site",15,363,0.0413223140495868
"33620","Site",9,204,0.0441176470588235
"33671","Site",1,37,0.027027027027027
"34067","Site",5,105,0.0476190476190476
"34071","Site",26,428,0.0607476635514019
"34341","Site",19,460,0.041304347826087
"34353","Site",4,116,0.0344827586206897
"34355","Site",21,582,0.0360824742268041
"34643","Site",3,85,0.0352941176470588
"34660","Site",4,154,0.025974025974026
"34694","Site",15,382,0.0392670157068063
"34696","Site",16,400,0.04
"34713","Site",20,477,0.0419287211740042
"35155","Site",4,121,0.0330578512396694
"37186","Site",33,855,0.0385964912280702
"37702","Site",11,422,0.0260663507109005
"37728","Site",24,523,0.0458891013384321
"37892","Site",4,14,0.285714285714286
"37938","Site",3,66,0.0454545454545455
"38248","Site",3,82,0.0365853658536585
"38249","Site",3,80,0.0375
"38272","Site",25,403,0.0620347394540943
"38711","Site",12,404,0.0297029702970297
"39000","Site",10,291,0.0343642611683849
"39025","Site",15,185,0.0810810810810811
