"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"37702","Site",11,422,0.0260663507109005,0.0426753455715644,1.17034810697307,-1.52669936304572
"32913","Site",4,208,0.0192307692307692,0.0426753455715644,1.17034810697307,-1.51296194617729
"8197","Site",1,89,0.0112359550561798,0.0426753455715644,1.17034810697307,-1.32715934592369
"2392","Site",7,280,0.025,0.0426753455715644,1.17034810697307,-1.3234297019015
"17187","Site",23,725,0.0317241379310345,0.0426753455715644,1.17034810697307,-1.31942577865638
"1927","Site",4,183,0.0218579234972678,0.0426753455715644,1.17034810697307,-1.26010414666348
"17717","Site",6,243,0.0246913580246914,0.0426753455715644,1.17034810697307,-1.25442031351441
"17208","Site",0,43,0,0.0426753455715644,1.17034810697307,-1.25217555890257
"25449","Site",4,180,0.0222222222222222,0.0426753455715644,1.17034810697307,-1.22786278963557
"38711","Site",12,404,0.0297029702970297,0.0426753455715644,1.17034810697307,-1.16671326208038
"14707","Site",4,173,0.023121387283237,0.0426753455715644,1.17034810697307,-1.1508313503465
"9560","Site",0,33,0,0.0426753455715644,1.17034810697307,-1.09695285985853
"16996","Site",10,339,0.0294985250737463,0.0426753455715644,1.17034810697307,-1.08558648284726
"12946","Site",0,32,0,0.0426753455715644,1.17034810697307,-1.08020450443224
"17961","Site",12,381,0.031496062992126,0.0426753455715644,1.17034810697307,-0.976405843834844
"22681","Site",0,26,0,0.0426753455715644,1.17034810697307,-0.9736831821794
"26725","Site",1,64,0.015625,0.0426753455715644,1.17034810697307,-0.968315208153108
"4712","Site",1,63,0.0158730158730159,0.0426753455715644,1.17034810697307,-0.951911926502596
"18743","Site",3,125,0.024,0.0426753455715644,1.17034810697307,-0.934281182033048
"34660","Site",4,154,0.025974025974026,0.0426753455715644,1.17034810697307,-0.92739573741604
"531","Site",24,689,0.034833091436865,0.0426753455715644,1.17034810697307,-0.921095097992339
"8995","Site",8,264,0.0303030303030303,0.0426753455715644,1.17034810697307,-0.899511851397501
"8545","Site",0,22,0,0.0426753455715644,1.17034810697307,-0.895658259513382
"10325","Site",1,58,0.0172413793103448,0.0426753455715644,1.17034810697307,-0.866726421368045
"16980","Site",0,20,0,0.0426753455715644,1.17034810697307,-0.85397664319483
"30089","Site",0,20,0,0.0426753455715644,1.17034810697307,-0.85397664319483
"4695","Site",6,200,0.03,0.0426753455715644,1.17034810697307,-0.802100439859259
"17542","Site",7,227,0.0308370044052863,0.0426753455715644,1.17034810697307,-0.798100767492064
"8594","Site",21,584,0.035958904109589,0.0426753455715644,1.17034810697307,-0.726272509396319
"1364","Site",3,110,0.0272727272727273,0.0426753455715644,1.17034810697307,-0.722844438314915
"34355","Site",21,582,0.0360824742268041,0.0426753455715644,1.17034810697307,-0.71168865269974
"17555","Site",1,49,0.0204081632653061,0.0426753455715644,1.17034810697307,-0.697456703879111
"17808","Site",18,502,0.0358565737051793,0.0426753455715644,1.17034810697307,-0.683615604270987
"10497","Site",7,216,0.0324074074074074,0.0426753455715644,1.17034810697307,-0.67524918451419
"9844","Site",2,77,0.025974025974026,0.0426753455715644,1.17034810697307,-0.65576781477038
"5968","Site",9,267,0.0337078651685393,0.0426753455715644,1.17034810697307,-0.655662001560433
"10608","Site",7,213,0.0328638497652582,0.0426753455715644,1.17034810697307,-0.640735773983099
"39000","Site",10,291,0.0343642611683849,0.0426753455715644,1.17034810697307,-0.634392639563823
"31107","Site",10,288,0.0347222222222222,0.0426753455715644,1.17034810697307,-0.60393181715597
"29987","Site",0,10,0,0.0426753455715644,1.17034810697307,-0.603852675377989
"30984","Site",1,44,0.0227272727272727,0.0426753455715644,1.17034810697307,-0.592081146152587
"6230","Site",3,101,0.0297029702970297,0.0426753455715644,1.17034810697307,-0.58335663104019
"18777","Site",11,309,0.0355987055016181,0.0426753455715644,1.17034810697307,-0.556621907304091
"26499","Site",0,8,0,0.0426753455715644,1.17034810697307,-0.540102252216119
"37186","Site",33,855,0.0385964912280702,0.0426753455715644,1.17034810697307,-0.533672964669819
"26880","Site",15,406,0.0369458128078818,0.0426753455715644,1.17034810697307,-0.516578316053989
"33396","Site",1,40,0.025,0.0426753455715644,1.17034810697307,-0.50020940984396
"1828","Site",5,149,0.0335570469798658,0.0426753455715644,1.17034810697307,-0.498036178549665
"35155","Site",4,121,0.0330578512396694,0.0426753455715644,1.17034810697307,-0.473378547114518
"25127","Site",6,173,0.0346820809248555,0.0426753455715644,1.17034810697307,-0.470436696826757
"17729","Site",10,275,0.0363636363636364,0.0426753455715644,1.17034810697307,-0.46834649782739
"33671","Site",1,37,0.027027027027027,0.0426753455715644,1.17034810697307,-0.425914561647353
"17010","Site",4,117,0.0341880341880342,0.0426753455715644,1.17034810697307,-0.410787306261565
"34353","Site",4,116,0.0344827586206897,0.0426753455715644,1.17034810697307,-0.394824416509555
"4","Site",1,35,0.0285714285714286,0.0426753455715644,1.17034810697307,-0.37335993641105
"17541","Site",21,537,0.0391061452513966,0.0426753455715644,1.17034810697307,-0.370093974435428
"9232","Site",3,87,0.0344827586206897,0.0426753455715644,1.17034810697307,-0.341927974731643
"30336","Site",9,237,0.0379746835443038,0.0426753455715644,1.17034810697307,-0.323807682354133
"34643","Site",3,85,0.0352941176470588,0.0426753455715644,1.17034810697307,-0.304503316525596
"34694","Site",15,382,0.0392670157068063,0.0426753455715644,1.17034810697307,-0.298076164743866
"33348","Site",1,31,0.032258064516129,0.0426753455715644,1.17034810697307,-0.259530962034823
"38248","Site",3,82,0.0365853658536585,0.0426753455715644,1.17034810697307,-0.246761113127681
"34696","Site",16,400,0.04,0.0426753455715644,1.17034810697307,-0.239421876992037
"38249","Site",3,80,0.0375,0.0426753455715644,1.17034810697307,-0.207127753947126
"33539","Site",9,227,0.039647577092511,0.0426753455715644,1.17034810697307,-0.204121870875302
"22677","Site",16,396,0.0404040404040404,0.0426753455715644,1.17034810697307,-0.202244644484751
"29289","Site",1,29,0.0344827586206897,0.0426753455715644,1.17034810697307,-0.197412208254777
"8304","Site",8,202,0.0396039603960396,0.0426753455715644,1.17034810697307,-0.195327736179876
"8560","Site",16,393,0.0407124681933842,0.0426753455715644,1.17034810697307,-0.17411788905187
"391","Site",6,151,0.0397350993377483,0.0426753455715644,1.17034810697307,-0.161668766298519
"18537","Site",6,150,0.04,0.0426753455715644,1.17034810697307,-0.146615357972473
"34341","Site",19,460,0.041304347826087,0.0426753455715644,1.17034810697307,-0.131573856617284
"20757","Site",1,27,0.037037037037037,0.0426753455715644,1.17034810697307,-0.131094559185653
"33617","Site",15,363,0.0413223140495868,0.0426753455715644,1.17034810697307,-0.11534935630484
"26772","Site",5,123,0.040650406504065,0.0426753455715644,1.17034810697307,-0.100488985855645
"30741","Site",5,123,0.040650406504065,0.0426753455715644,1.17034810697307,-0.100488985855645
"34713","Site",20,477,0.0419287211740042,0.0426753455715644,1.17034810697307,-0.0729651223521458
"22022","Site",1,25,0.04,0.0426753455715644,1.17034810697307,-0.0598554692480092
"9522","Site",13,308,0.0422077922077922,0.0426753455715644,1.17034810697307,-0.0367164337954013
"1881","Site",13,306,0.042483660130719,0.0426753455715644,1.17034810697307,-0.015003887165733
"18449","Site",2,47,0.0425531914893617,0.0426753455715644,1.17034810697307,-0.0037472344164441
"6273","Site",3,70,0.0428571428571429,0.0426753455715644,1.17034810697307,0.00680597520669325
