"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"29972","Site",13,120,0.108333333333333,3.21834160708742,2
"25160","Site",5,35,0.142857142857143,2.65201996464727,1
"13057","Site",5,40,0.125,2.32977435380411,1
"13825","Site",6,51,0.117647058823529,2.39572227951598,1
"39025","Site",15,185,0.0810810810810811,2.33741538962384,1
"257","Site",14,183,0.0765027322404372,2.04761329525359,1
"12432","Site",22,294,0.0748299319727891,2.4670079051066,1
"17187","Site",23,725,0.0317241379310345,-1.31942577865638,-1
"38711","Site",12,404,0.0297029702970297,-1.16671326208038,-1
"16996","Site",10,339,0.0294985250737463,-1.08558648284726,-1
"37702","Site",11,422,0.0260663507109005,-1.52669936304572,-1
"2392","Site",7,280,0.025,-1.3234297019015,-1
"17717","Site",6,243,0.0246913580246914,-1.25442031351441,-1
"14707","Site",4,173,0.023121387283237,-1.1508313503465,-1
"25449","Site",4,180,0.0222222222222222,-1.22786278963557,-1
"1927","Site",4,183,0.0218579234972678,-1.26010414666348,-1
"32913","Site",4,208,0.0192307692307692,-1.51296194617729,-1
"8197","Site",1,89,0.0112359550561798,-1.32715934592369,-1
"17208","Site",0,43,0,-1.25217555890257,-1
"9560","Site",0,33,0,-1.09695285985853,-1
"12946","Site",0,32,0,-1.08020450443224,-1
"25382","Site",3,32,0.09375,1.29280902209443,0
"5977","Site",3,33,0.0909090909090909,1.2398293248958,0
"26665","Site",6,66,0.0909090909090909,1.75338344629552,0
"26885","Site",4,48,0.0833333333333333,1.26043498101488,0
"17799","Site",3,38,0.0789473684210526,1.00050099039715,0
"18496","Site",5,66,0.0757575757575758,1.20259860329696,0
"384","Site",17,246,0.0691056910569106,1.85491640355639,0
"18548","Site",10,153,0.065359477124183,1.25551475464696,0
"9072","Site",5,80,0.0625,0.793422601014562,0
"38272","Site",25,403,0.0620347394540943,1.73899457538189,0
"30729","Site",9,146,0.0616438356164384,1.02556487258492,0
"28689","Site",25,407,0.0614250614250614,1.69256689925523,0
"6530","Site",14,228,0.0614035087719298,1.2653671538162,0
"16424","Site",16,263,0.0608365019011407,1.31787833715742,0
"34071","Site",26,428,0.0607476635514019,1.67297592792791,0
"17235","Site",12,200,0.06,1.09631038136207,0
"1925","Site",4,67,0.0597014925373134,0.623602327359256,0
"25858","Site",8,136,0.0588235294117647,0.842649732816649,0
"29813","Site",3,53,0.0566037735849057,0.453726334815517,0
"14408","Site",13,232,0.0560344827586207,0.910492453106437,0
"25171","Site",3,55,0.0545454545454545,0.393903644451314,0
"14729","Site",13,240,0.0541666666666667,0.796580240055765,0
"29013","Site",8,151,0.0529801324503311,0.566606348304776,0
"1283","Site",4,76,0.0526315789473684,0.388379065425557,0
"26213","Site",10,195,0.0512820512820513,0.537784408865449,0
"25348","Site",11,216,0.0509259259259259,0.542581925113183,0
"25605","Site",23,452,0.0508849557522124,0.780990410722802,0
"21380","Site",30,592,0.0506756756756757,0.871009132292027,0
"20531","Site",19,375,0.0506666666666667,0.69244959126288,0
"4897","Site",6,120,0.05,0.359030803534579,0
"17472","Site",8,163,0.049079754601227,0.365870009426044,0
"12937","Site",12,245,0.0489795918367347,0.441540108686743,0
"26117","Site",13,271,0.047970479704797,0.390045758440818,0
"6416","Site",13,272,0.0477941176470588,0.377749755832652,0
"21655","Site",2,42,0.0476190476190476,0.14336095379541,0
"34067","Site",5,105,0.0476190476190476,0.226673570763829,0
"26115","Site",11,236,0.0466101694915254,0.270480059013156,0
"37728","Site",24,523,0.0458891013384321,0.328865004671447,0
"14601","Site",15,328,0.0457317073170732,0.247682672645073,0
"37938","Site",3,66,0.0454545454545455,0.101028917299818,0
"16470","Site",9,203,0.0443349753694581,0.105806705247888,0
"33620","Site",9,204,0.0441176470588235,0.0921775335503667,0
"30233","Site",4,91,0.043956043956044,0.0546665298069176,0
"30851","Site",2,46,0.0434782608695652,0.0243670299267926,0
