"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",6,534,0.0112359550561798
"257","Site",21,1529,0.013734466971877
"384","Site",21,1505,0.013953488372093
"391","Site",14,1537,0.00910865322055953
"531","Site",56,4568,0.0122591943957968
"576","Site",21,1536,0.013671875
"1283","Site",6,511,0.0117416829745597
"1364","Site",20,1535,0.0130293159609121
"1828","Site",13,1024,0.0126953125
"1881","Site",44,2535,0.0173570019723866
"1925","Site",3,505,0.00594059405940594
"1927","Site",11,1011,0.0108803165182987
"2392","Site",35,2529,0.0138394622380388
"4695","Site",29,1992,0.0145582329317269
"4712","Site",10,513,0.0194931773879142
"4897","Site",15,1050,0.0142857142857143
"5968","Site",28,2038,0.013738959764475
"5977","Site",20,1054,0.0189753320683112
"6230","Site",14,1062,0.0131826741996234
"6273","Site",25,1530,0.0163398692810458
"6416","Site",17,1512,0.0112433862433862
"6530","Site",53,3102,0.0170857511283043
"8197","Site",17,1047,0.0162368672397326
"8304","Site",18,1537,0.0117111255692908
"8454","Site",9,513,0.0175438596491228
"8545","Site",12,507,0.0236686390532544
"8560","Site",41,3069,0.0133594004561747
"8594","Site",65,4045,0.0160692212608158
"8995","Site",16,1561,0.0102498398462524
"9072","Site",7,559,0.0125223613595707
"9232","Site",23,1507,0.0152621101526211
"9522","Site",42,3088,0.0136010362694301
"9560","Site",17,989,0.0171890798786653
"9844","Site",15,1511,0.0099272005294507
"10325","Site",25,1502,0.0166444740346205
"10497","Site",18,1563,0.0115163147792706
"10608","Site",19,1474,0.0128900949796472
"12432","Site",60,3587,0.0167270699749094
"12937","Site",34,2089,0.0162757300143609
"12946","Site",10,475,0.0210526315789474
"13057","Site",11,1006,0.010934393638171
"13112","Site",5,540,0.00925925925925926
"14408","Site",33,1996,0.0165330661322645
"14601","Site",22,2470,0.00890688259109312
"14707","Site",30,2094,0.0143266475644699
"14729","Site",37,2540,0.0145669291338583
"16424","Site",31,2632,0.0117781155015198
"16470","Site",28,2003,0.0139790314528208
"16980","Site",6,521,0.0115163147792706
"16996","Site",27,2050,0.0131707317073171
"17010","Site",21,1018,0.0206286836935167
"17187","Site",69,4047,0.01704966641957
"17208","Site",10,1043,0.00958772770853308
"17235","Site",20,1525,0.0131147540983607
"17472","Site",35,2010,0.0174129353233831
"17541","Site",79,5595,0.0141197497765862
"17542","Site",26,2082,0.0124879923150817
"17717","Site",43,2584,0.016640866873065
"17729","Site",18,2032,0.00885826771653543
"17799","Site",13,538,0.0241635687732342
"17808","Site",55,4127,0.0133268718197238
"17961","Site",49,3026,0.0161929940515532
"18496","Site",19,1002,0.0189620758483034
"18537","Site",16,979,0.0163432073544433
"18548","Site",22,2039,0.0107896027464443
"18743","Site",9,995,0.00904522613065327
"18777","Site",36,2545,0.0141453831041257
"20531","Site",25,2058,0.0121477162293489
"20757","Site",19,997,0.0190571715145436
"21380","Site",96,5669,0.0169342035632387
"22022","Site",13,1045,0.0124401913875598
"22677","Site",51,3119,0.0163513946777813
"25127","Site",19,1509,0.0125911199469848
"25160","Site",9,516,0.0174418604651163
"25171","Site",5,544,0.00919117647058824
"25348","Site",57,3044,0.0187253613666229
"25449","Site",14,1026,0.01364522417154
"25605","Site",45,3596,0.0125139043381535
"25858","Site",26,1514,0.0171730515191546
"26115","Site",31,1511,0.0205162144275314
"26117","Site",29,2050,0.0141463414634146
"26213","Site",11,1038,0.010597302504817
"26499","Site",9,511,0.0176125244618395
"26665","Site",15,1031,0.01454898157129
"26725","Site",6,510,0.0117647058823529
"26772","Site",5,529,0.00945179584120983
"26880","Site",59,3536,0.016685520361991
"26885","Site",15,531,0.0282485875706215
"28689","Site",40,3551,0.0112644325542101
"29013","Site",24,1031,0.023278370514064
"29289","Site",8,503,0.0159045725646123
"29476","Site",13,495,0.0262626262626263
"29972","Site",11,1030,0.0106796116504854
"30233","Site",22,1010,0.0217821782178218
"30336","Site",8,513,0.0155945419103314
"30729","Site",10,1026,0.00974658869395711
"30741","Site",15,956,0.0156903765690377
"30851","Site",22,1054,0.0208728652751423
"30984","Site",5,521,0.00959692898272553
"31107","Site",30,2575,0.0116504854368932
"32913","Site",24,1553,0.0154539600772698
"32920","Site",13,996,0.0130522088353414
"33348","Site",18,1033,0.0174249757986447
"33539","Site",33,2025,0.0162962962962963
"33617","Site",62,3618,0.0171365395245992
"33620","Site",16,1549,0.0103292446739832
"34067","Site",27,2064,0.0130813953488372
"34071","Site",52,3088,0.016839378238342
"34341","Site",50,3072,0.0162760416666667
"34353","Site",14,1019,0.013738959764475
"34355","Site",60,4035,0.0148698884758364
"34643","Site",17,1570,0.010828025477707
"34660","Site",13,1545,0.00841423948220065
"34694","Site",28,2017,0.0138820029747149
"34696","Site",53,3548,0.0149379932356257
"34713","Site",52,4106,0.0126643935703848
"35155","Site",26,1524,0.0170603674540682
"37186","Site",93,6159,0.0150998538723819
"37702","Site",62,4045,0.015327564894932
"37728","Site",36,2496,0.0144230769230769
"37892","Site",19,1019,0.0186457311089303
"37938","Site",23,1007,0.0228401191658391
"38248","Site",15,1030,0.0145631067961165
"38249","Site",5,501,0.00998003992015968
"38272","Site",63,3576,0.0176174496644295
"38711","Site",55,3032,0.0181398416886544
"39000","Site",35,2044,0.0171232876712329
"39025","Site",30,2007,0.0149476831091181
