"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"17541","Site",0,11,0,0.081151832460733,1.01915758826956,-0.976344221101201
"34696","Site",0,10,0,0.081151832460733,1.01915758826956,-0.930907689046122
"8560","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"8594","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"16424","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"16996","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"17542","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"20531","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"25348","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"34694","Site",0,9,0,0.081151832460733,1.01915758826956,-0.883136576624858
"14408","Site",0,8,0,0.081151832460733,1.01915758826956,-0.832629149393746
"17235","Site",0,8,0,0.081151832460733,1.01915758826956,-0.832629149393746
"22677","Site",0,8,0,0.081151832460733,1.01915758826956,-0.832629149393746
"30336","Site",0,8,0,0.081151832460733,1.01915758826956,-0.832629149393746
"1927","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"14601","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"17717","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"18777","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"33617","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"33620","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"34071","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"38711","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"39025","Site",0,7,0,0.081151832460733,1.01915758826956,-0.778853251818104
"391","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"576","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"4695","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"5968","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"6230","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"9522","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"12937","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"17961","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"29013","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"33539","Site",0,6,0,0.081151832460733,1.01915758826956,-0.721077995306413
"257","Site",0,5,0,0.081151832460733,1.01915758826956,-0.658251139583211
"6273","Site",0,5,0,0.081151832460733,1.01915758826956,-0.658251139583211
"6416","Site",0,5,0,0.081151832460733,1.01915758826956,-0.658251139583211
