"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",0,2,0
"257","Site",0,5,0
"384","Site",0,4,0
"391","Site",0,6,0
"531","Site",1,10,0.1
"576","Site",0,6,0
"1283","Site",1,3,0.333333333333333
"1364","Site",0,3,0
"1828","Site",2,5,0.4
"1881","Site",3,5,0.6
"1925","Site",1,4,0.25
"1927","Site",0,7,0
"2392","Site",1,5,0.2
"4695","Site",0,6,0
"4712","Site",0,2,0
"4897","Site",1,6,0.166666666666667
"5968","Site",0,6,0
"5977","Site",0,4,0
"6230","Site",0,6,0
"6273","Site",0,5,0
"6416","Site",0,5,0
"6530","Site",1,6,0.166666666666667
"8197","Site",0,5,0
"8304","Site",1,6,0.166666666666667
"8454","Site",0,1,0
"8545","Site",0,1,0
"8560","Site",0,9,0
"8594","Site",0,9,0
"8995","Site",0,5,0
"9072","Site",1,3,0.333333333333333
"9232","Site",0,3,0
"9522","Site",0,6,0
"9560","Site",0,2,0
"9844","Site",0,5,0
"10081","Site",0,1,0
"10119","Site",1,2,0.5
"10325","Site",0,3,0
"10497","Site",1,5,0.2
"10608","Site",1,7,0.142857142857143
"12432","Site",1,8,0.125
"12937","Site",0,6,0
"12946","Site",0,2,0
"13057","Site",0,3,0
"13112","Site",0,2,0
"13825","Site",0,5,0
"13878","Site",0,2,0
"14408","Site",0,8,0
"14601","Site",0,7,0
"14707","Site",1,6,0.166666666666667
"14729","Site",2,10,0.2
"16424","Site",0,9,0
"16470","Site",1,5,0.2
"16980","Site",0,1,0
"16996","Site",0,9,0
"17010","Site",1,4,0.25
"17187","Site",3,14,0.214285714285714
"17208","Site",0,4,0
"17235","Site",0,8,0
"17472","Site",0,4,0
"17541","Site",0,11,0
"17542","Site",0,9,0
"17555","Site",0,4,0
"17717","Site",0,7,0
"17729","Site",1,7,0.142857142857143
"17799","Site",0,3,0
"17808","Site",2,8,0.25
"17961","Site",0,6,0
"18449","Site",0,1,0
"18496","Site",0,3,0
"18537","Site",0,5,0
"18548","Site",1,5,0.2
"18743","Site",1,5,0.2
"18777","Site",0,7,0
"20531","Site",0,9,0
"20757","Site",0,2,0
"21380","Site",1,13,0.0769230769230769
"21655","Site",0,2,0
"22022","Site",0,3,0
"22329","Site",0,1,0
"22677","Site",0,8,0
"22681","Site",0,1,0
"25127","Site",2,5,0.4
"25160","Site",0,2,0
"25171","Site",0,4,0
"25348","Site",0,9,0
"25382","Site",0,3,0
"25449","Site",0,4,0
"25605","Site",1,9,0.111111111111111
"25858","Site",1,4,0.25
"26115","Site",1,4,0.25
"26117","Site",1,7,0.142857142857143
"26167","Site",0,4,0
"26213","Site",0,5,0
"26499","Site",0,2,0
"26665","Site",0,5,0
"26725","Site",0,3,0
"26772","Site",0,4,0
"26880","Site",2,10,0.2
"26885","Site",0,3,0
"28689","Site",1,9,0.111111111111111
"29013","Site",0,6,0
"29289","Site",0,2,0
"29476","Site",0,1,0
"29813","Site",1,3,0.333333333333333
"29972","Site",0,5,0
"29987","Site",0,2,0
"30089","Site",0,1,0
"30233","Site",0,3,0
"30336","Site",0,8,0
"30729","Site",0,2,0
"30741","Site",0,3,0
"30851","Site",0,2,0
"30984","Site",0,2,0
"31107","Site",1,7,0.142857142857143
"32913","Site",2,6,0.333333333333333
"32920","Site",0,2,0
"33348","Site",0,2,0
"33396","Site",0,4,0
"33539","Site",0,6,0
"33575","Site",0,1,0
"33617","Site",0,7,0
"33620","Site",0,7,0
"33671","Site",0,2,0
"34067","Site",0,5,0
"34071","Site",0,7,0
"34341","Site",1,9,0.111111111111111
"34353","Site",0,5,0
"34355","Site",1,13,0.0769230769230769
"34643","Site",0,5,0
"34660","Site",1,3,0.333333333333333
"34694","Site",0,9,0
"34696","Site",0,10,0
"34713","Site",2,10,0.2
"35155","Site",0,5,0
"37186","Site",2,17,0.117647058823529
"37702","Site",1,9,0.111111111111111
"37728","Site",3,10,0.3
"37892","Site",0,2,0
"37938","Site",0,3,0
"38248","Site",1,2,0.5
"38249","Site",0,4,0
"38272","Site",2,12,0.166666666666667
"38711","Site",0,7,0
"39000","Site",4,9,0.444444444444444
"39025","Site",0,7,0
