"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"1881","Site",3,5,0.6,4.20856051178685,2
"39000","Site",4,9,0.444444444444444,3.95353972833135,2
"37728","Site",3,10,0.3,2.51044783239535,1
"17187","Site",3,14,0.214285714285714,1.80701142916018,0
"10119","Site",1,2,0.5,NA,NA
"38248","Site",1,2,0.5,NA,NA
"1828","Site",2,5,0.4,NA,NA
"25127","Site",2,5,0.4,NA,NA
"1283","Site",1,3,0.333333333333333,NA,NA
"9072","Site",1,3,0.333333333333333,NA,NA
"29813","Site",1,3,0.333333333333333,NA,NA
"34660","Site",1,3,0.333333333333333,NA,NA
"32913","Site",2,6,0.333333333333333,NA,NA
"1925","Site",1,4,0.25,NA,NA
"17010","Site",1,4,0.25,NA,NA
"25858","Site",1,4,0.25,NA,NA
"26115","Site",1,4,0.25,NA,NA
"17808","Site",2,8,0.25,NA,NA
"2392","Site",1,5,0.2,NA,NA
"10497","Site",1,5,0.2,NA,NA
"16470","Site",1,5,0.2,NA,NA
"18548","Site",1,5,0.2,NA,NA
"18743","Site",1,5,0.2,NA,NA
"14729","Site",2,10,0.2,NA,NA
"26880","Site",2,10,0.2,NA,NA
"34713","Site",2,10,0.2,NA,NA
"4897","Site",1,6,0.166666666666667,NA,NA
"6530","Site",1,6,0.166666666666667,NA,NA
"8304","Site",1,6,0.166666666666667,NA,NA
"14707","Site",1,6,0.166666666666667,NA,NA
"38272","Site",2,12,0.166666666666667,NA,NA
"10608","Site",1,7,0.142857142857143,NA,NA
"17729","Site",1,7,0.142857142857143,NA,NA
"26117","Site",1,7,0.142857142857143,NA,NA
"31107","Site",1,7,0.142857142857143,NA,NA
"12432","Site",1,8,0.125,NA,NA
"37186","Site",2,17,0.117647058823529,NA,NA
"25605","Site",1,9,0.111111111111111,NA,NA
"28689","Site",1,9,0.111111111111111,NA,NA
"34341","Site",1,9,0.111111111111111,NA,NA
"37702","Site",1,9,0.111111111111111,NA,NA
"531","Site",1,10,0.1,NA,NA
"21380","Site",1,13,0.0769230769230769,NA,NA
"34355","Site",1,13,0.0769230769230769,NA,NA
"17541","Site",0,11,0,NA,NA
"34696","Site",0,10,0,NA,NA
"8560","Site",0,9,0,NA,NA
"8594","Site",0,9,0,NA,NA
"16424","Site",0,9,0,NA,NA
"16996","Site",0,9,0,NA,NA
"17542","Site",0,9,0,NA,NA
"20531","Site",0,9,0,NA,NA
"25348","Site",0,9,0,NA,NA
"34694","Site",0,9,0,NA,NA
"14408","Site",0,8,0,NA,NA
"17235","Site",0,8,0,NA,NA
"22677","Site",0,8,0,NA,NA
"30336","Site",0,8,0,NA,NA
"1927","Site",0,7,0,NA,NA
"14601","Site",0,7,0,NA,NA
"17717","Site",0,7,0,NA,NA
"18777","Site",0,7,0,NA,NA
"33617","Site",0,7,0,NA,NA
"33620","Site",0,7,0,NA,NA
"34071","Site",0,7,0,NA,NA
"38711","Site",0,7,0,NA,NA
"39025","Site",0,7,0,NA,NA
"391","Site",0,6,0,NA,NA
"576","Site",0,6,0,NA,NA
"4695","Site",0,6,0,NA,NA
"5968","Site",0,6,0,NA,NA
"6230","Site",0,6,0,NA,NA
"9522","Site",0,6,0,NA,NA
"12937","Site",0,6,0,NA,NA
"17961","Site",0,6,0,NA,NA
"29013","Site",0,6,0,NA,NA
"33539","Site",0,6,0,NA,NA
"257","Site",0,5,0,NA,NA
"6273","Site",0,5,0,NA,NA
"6416","Site",0,5,0,NA,NA
"8197","Site",0,5,0,NA,NA
"8995","Site",0,5,0,NA,NA
"9844","Site",0,5,0,NA,NA
"13825","Site",0,5,0,NA,NA
"18537","Site",0,5,0,NA,NA
"26213","Site",0,5,0,NA,NA
"26665","Site",0,5,0,NA,NA
"29972","Site",0,5,0,NA,NA
"34067","Site",0,5,0,NA,NA
"34353","Site",0,5,0,NA,NA
"34643","Site",0,5,0,NA,NA
"35155","Site",0,5,0,NA,NA
"384","Site",0,4,0,NA,NA
"5977","Site",0,4,0,NA,NA
"17208","Site",0,4,0,NA,NA
"17472","Site",0,4,0,NA,NA
"17555","Site",0,4,0,NA,NA
"25171","Site",0,4,0,NA,NA
"25449","Site",0,4,0,NA,NA
"26167","Site",0,4,0,NA,NA
"26772","Site",0,4,0,NA,NA
"33396","Site",0,4,0,NA,NA
"38249","Site",0,4,0,NA,NA
"1364","Site",0,3,0,NA,NA
"9232","Site",0,3,0,NA,NA
"10325","Site",0,3,0,NA,NA
"13057","Site",0,3,0,NA,NA
"17799","Site",0,3,0,NA,NA
"18496","Site",0,3,0,NA,NA
"22022","Site",0,3,0,NA,NA
"25382","Site",0,3,0,NA,NA
"26725","Site",0,3,0,NA,NA
"26885","Site",0,3,0,NA,NA
"30233","Site",0,3,0,NA,NA
"30741","Site",0,3,0,NA,NA
"37938","Site",0,3,0,NA,NA
"4","Site",0,2,0,NA,NA
"4712","Site",0,2,0,NA,NA
"9560","Site",0,2,0,NA,NA
"12946","Site",0,2,0,NA,NA
"13112","Site",0,2,0,NA,NA
"13878","Site",0,2,0,NA,NA
"20757","Site",0,2,0,NA,NA
"21655","Site",0,2,0,NA,NA
"25160","Site",0,2,0,NA,NA
"26499","Site",0,2,0,NA,NA
"29289","Site",0,2,0,NA,NA
"29987","Site",0,2,0,NA,NA
"30729","Site",0,2,0,NA,NA
"30851","Site",0,2,0,NA,NA
"30984","Site",0,2,0,NA,NA
"32920","Site",0,2,0,NA,NA
"33348","Site",0,2,0,NA,NA
"33671","Site",0,2,0,NA,NA
"37892","Site",0,2,0,NA,NA
"8454","Site",0,1,0,NA,NA
"8545","Site",0,1,0,NA,NA
"10081","Site",0,1,0,NA,NA
"16980","Site",0,1,0,NA,NA
"18449","Site",0,1,0,NA,NA
"22329","Site",0,1,0,NA,NA
"22681","Site",0,1,0,NA,NA
"29476","Site",0,1,0,NA,NA
"30089","Site",0,1,0,NA,NA
"33575","Site",0,1,0,NA,NA
