"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"257","Site",25,183,0.136612021857924,0.0830103122943026,1.44545989702838,2.09331766657411,1,1,32
"29972","Site",18,120,0.15,0.0830103122943026,1.44545989702838,2.11850517304838,1,1,32
"26115","Site",31,236,0.13135593220339,0.0830103122943026,1.44545989702838,2.14409531277776,1,1,32
"13825","Site",11,51,0.215686274509804,0.0830103122943026,1.44545989702838,2.73532091755735,1,1,32
"37702","Site",21,422,0.0497630331753555,0.0830103122943026,1.44545989702838,-1.97171112791811,-1,16,32
"16996","Site",17,339,0.0501474926253687,0.0830103122943026,1.44545989702838,-1.74676960134865,-1,16,32
"8197","Site",2,89,0.0224719101123595,0.0830103122943026,1.44545989702838,-1.64875797852951,-1,16,32
"5968","Site",13,267,0.048689138576779,0.0830103122943026,1.44545989702838,-1.6190069562087,-1,16,32
"10497","Site",10,216,0.0462962962962963,0.0830103122943026,1.44545989702838,-1.55772116582498,-1,16,32
"26725","Site",1,64,0.015625,0.0830103122943026,1.44545989702838,-1.5562744410487,-1,16,32
"17541","Site",33,537,0.0614525139664804,0.0830103122943026,1.44545989702838,-1.44219006765401,-1,16,32
"2392","Site",15,280,0.0535714285714286,0.0830103122943026,1.44545989702838,-1.42210383133996,-1,16,32
"1364","Site",4,110,0.0363636363636364,0.0830103122943026,1.44545989702838,-1.41236841330396,-1,16,32
"34660","Site",7,154,0.0454545454545455,0.0830103122943026,1.44545989702838,-1.34545119003989,-1,16,32
"531","Site",46,689,0.0667634252539913,0.0830103122943026,1.44545989702838,-1.2311493057306,-1,16,32
"14707","Site",9,173,0.0520231213872832,0.0830103122943026,1.44545989702838,-1.17661996139973,-1,16,32
"38249","Site",3,80,0.0375,0.0830103122943026,1.44545989702838,-1.17512958929407,-1,16,32
"17961","Site",24,381,0.062992125984252,0.0830103122943026,1.44545989702838,-1.12802355198116,-1,16,32
"10608","Site",12,213,0.0563380281690141,0.0830103122943026,1.44545989702838,-1.12377913179987,-1,16,32
"38711","Site",26,404,0.0643564356435644,0.0830103122943026,1.44545989702838,-1.08240735789507,-1,16,32
"391","Site",8,151,0.0529801324503311,0.0830103122943026,1.44545989702838,-1.06531332527209,-1,16,32
"33396","Site",1,40,0.025,0.0830103122943026,1.44545989702838,-1.05917117172967,-1,16,32
"17010","Site",6,117,0.0512820512820513,0.0830103122943026,1.44545989702838,-0.990763852211992,0,0,32
"17808","Site",34,502,0.0677290836653386,0.0830103122943026,1.44545989702838,-0.988418998915761,0,0,32
"6230","Site",5,101,0.0495049504950495,0.0830103122943026,1.44545989702838,-0.972088826882338,0,0,32
"6273","Site",3,70,0.0428571428571429,0.0830103122943026,1.44545989702838,-0.969839356589789,0,0,32
"17717","Site",15,243,0.0617283950617284,0.0830103122943026,1.44545989702838,-0.957733854226917,0,0,32
"25127","Site",10,173,0.0578034682080925,0.0830103122943026,1.44545989702838,-0.957133416988986,0,0,32
"25449","Site",11,180,0.0611111111111111,0.0830103122943026,1.44545989702838,-0.848194551792616,0,0,32
"17729","Site",18,275,0.0654545454545455,0.0830103122943026,1.44545989702838,-0.840460106271329,0,0,32
"26880","Site",28,406,0.0689655172413793,0.0830103122943026,1.44545989702838,-0.816976144789853,0,0,32
"35155","Site",7,121,0.0578512396694215,0.0830103122943026,1.44545989702838,-0.798947544888263,0,0,32
"1828","Site",9,149,0.0604026845637584,0.0830103122943026,1.44545989702838,-0.796671131250012,0,0,32
"34353","Site",7,116,0.0603448275862069,0.0830103122943026,1.44545989702838,-0.70473356773967,0,0,32
