"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"13825","Site",11,51,0.215686274509804,2.73532091755735,1
"29972","Site",18,120,0.15,2.11850517304838,1
"257","Site",25,183,0.136612021857924,2.09331766657411,1
"26115","Site",31,236,0.13135593220339,2.14409531277776,1
"531","Site",46,689,0.0667634252539913,-1.2311493057306,-1
"38711","Site",26,404,0.0643564356435644,-1.08240735789507,-1
"17961","Site",24,381,0.062992125984252,-1.12802355198116,-1
"17541","Site",33,537,0.0614525139664804,-1.44219006765401,-1
"10608","Site",12,213,0.0563380281690141,-1.12377913179987,-1
"2392","Site",15,280,0.0535714285714286,-1.42210383133996,-1
"391","Site",8,151,0.0529801324503311,-1.06531332527209,-1
"14707","Site",9,173,0.0520231213872832,-1.17661996139973,-1
"16996","Site",17,339,0.0501474926253687,-1.74676960134865,-1
"37702","Site",21,422,0.0497630331753555,-1.97171112791811,-1
"5968","Site",13,267,0.048689138576779,-1.6190069562087,-1
"10497","Site",10,216,0.0462962962962963,-1.55772116582498,-1
"34660","Site",7,154,0.0454545454545455,-1.34545119003989,-1
"38249","Site",3,80,0.0375,-1.17512958929407,-1
"1364","Site",4,110,0.0363636363636364,-1.41236841330396,-1
"33396","Site",1,40,0.025,-1.05917117172967,-1
"8197","Site",2,89,0.0224719101123595,-1.64875797852951,-1
"26725","Site",1,64,0.015625,-1.5562744410487,-1
"5977","Site",6,33,0.181818181818182,1.63862455210075,0
"13057","Site",7,40,0.175,1.67957767267285,0
"26665","Site",10,66,0.151515151515152,1.60666070398809,0
"25171","Site",8,55,0.145454545454545,1.33691757959797,0
"25160","Site",5,35,0.142857142857143,1.02212998832332,0
"30729","Site",20,146,0.136986301369863,1.8828164747055,0
"17799","Site",5,38,0.131578947368421,0.86432813397483,0
"39025","Site",24,185,0.12972972972973,1.83448529786787,0
"25382","Site",4,32,0.125,0.685722794583884,0
"26885","Site",6,48,0.125,0.83983547586292,0
"12432","Site",36,294,0.122448979591837,1.95221141898705,0
"37938","Site",8,66,0.121212121212121,0.895956342757773,0
"30233","Site",11,91,0.120879120879121,1.04287748267983,0
"17235","Site",24,200,0.12,1.51017270014694,0
"1283","Site",9,76,0.118421052631579,0.891195029136122,0
"16424","Site",30,263,0.114068441064639,1.45406597830463,0
"6530","Site",26,228,0.114035087719298,1.3524057936987,0
"384","Site",28,246,0.113821138211382,1.3950887814049,0
"30984","Site",5,44,0.113636363636364,0.586473370273486,0
"29813","Site",6,53,0.113207547169811,0.634652601137482,0
"38248","Site",9,82,0.109756097560976,0.699186818741179,0
"26213","Site",21,195,0.107692307692308,0.995012473911375,0
"18449","Site",5,47,0.106382978723404,0.462581374781369,0
"18548","Site",16,153,0.104575163398693,0.77005745895416,0
"8594","Site",61,584,0.104452054794521,1.49588239946057,0
"17472","Site",17,163,0.104294478527607,0.784479134926458,0
"38272","Site",42,403,0.104218362282878,1.22909149663817,0
"18743","Site",13,125,0.104,0.677472913542682,0
"34071","Site",44,428,0.102803738317757,1.18215332857098,0
"9072","Site",8,80,0.1,0.438693643909141,0
"4897","Site",12,120,0.1,0.537287790489808,0
"21380","Site",59,592,0.0996621621621622,1.16964560322946,0
"33617","Site",36,363,0.0991735537190083,0.889022443641524,0
"28689","Site",40,407,0.0982800982800983,0.889326241783492,0
"31107","Site",28,288,0.0972222222222222,0.69627314166653,0
"33348","Site",3,31,0.0967741935483871,0.221234430473601,0
"8560","Site",38,393,0.0966921119592875,0.783015672494291,0
"14729","Site",23,240,0.0958333333333333,0.573491424585292,0
"34067","Site",10,105,0.0952380952380952,0.361720667062037,0
"14408","Site",22,232,0.0948275862068965,0.519627643858205,0
"8304","Site",19,202,0.0940594059405941,0.453349657295251,0
"12946","Site",3,32,0.09375,0.175387078801963,0
"25348","Site",20,216,0.0925925925925926,0.406561920066835,0
"14601","Site",30,328,0.0914634146341463,0.441961054765033,0
"18496","Site",6,66,0.0909090909090909,0.185251981527453,0
"1925","Site",6,67,0.0895522388059701,0.154587372338689,0
"25858","Site",12,136,0.0882352941176471,0.175907837926213,0
"6416","Site",24,272,0.0882352941176471,0.248771250122979,0
"17542","Site",20,227,0.0881057268722467,0.221627376960973,0
"33539","Site",20,227,0.0881057268722467,0.221627376960973,0
"30851","Site",4,46,0.0869565217391304,0.0772662793892157,0
"18537","Site",13,150,0.0866666666666667,0.129278070893902,0
"4","Site",3,35,0.0857142857142857,0.046181431734999,0
"26117","Site",23,271,0.0848708487084871,0.0884206641007886,0
