"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"21655","Site",4,6,0.666666666666667,2.5716444092105,1
"18496","Site",4,7,0.571428571428571,2.16343128331761,1
"33617","Site",7,14,0.5,2.40803046729823,1
"8454","Site",2,3,0.666666666666667,1.81842720055321,0
"12946","Site",2,4,0.5,1.28714642650616,0
"1283","Site",3,6,0.5,1.57642598459343,0
"10325","Site",3,6,0.5,1.57642598459343,0
"17799","Site",3,6,0.5,1.57642598459343,0
"30233","Site",3,6,0.5,1.57642598459343,0
"34660","Site",3,6,0.5,1.57642598459343,0
"37938","Site",3,6,0.5,1.57642598459343,0
"17472","Site",4,8,0.5,1.82029993312508,0
"10497","Site",4,9,0.444444444444444,1.52442341927118,0
"18548","Site",4,9,0.444444444444444,1.52442341927118,0
"29972","Site",4,9,0.444444444444444,1.52442341927118,0
"17010","Site",3,7,0.428571428571429,1.24203806214316,0
"25449","Site",3,7,0.428571428571429,1.24203806214316,0
"26115","Site",3,7,0.428571428571429,1.24203806214316,0
"9232","Site",2,5,0.4,0.893969872524335,0
"4897","Site",4,10,0.4,1.26426431807686,0
"12937","Site",4,10,0.4,1.26426431807686,0
"1881","Site",3,8,0.375,0.95841549509237,0
"8995","Site",3,8,0.375,0.95841549509237,0
"18743","Site",3,8,0.375,0.95841549509237,0
"35155","Site",3,8,0.375,0.95841549509237,0
"34071","Site",4,11,0.363636363636364,1.03196459585789,0
"25605","Site",5,14,0.357142857142857,1.10498367763469,0
"4","Site",1,3,0.333333333333333,0.410975806936175,0
"4712","Site",1,3,0.333333333333333,0.410975806936175,0
"10119","Site",1,3,0.333333333333333,0.410975806936175,0
"25160","Site",1,3,0.333333333333333,0.410975806936175,0
"26499","Site",1,3,0.333333333333333,0.410975806936175,0
"30729","Site",1,3,0.333333333333333,0.410975806936175,0
"37892","Site",1,3,0.333333333333333,0.410975806936175,0
"384","Site",2,6,0.333333333333333,0.581207559976366,0
"17555","Site",2,6,0.333333333333333,0.581207559976366,0
"38249","Site",2,6,0.333333333333333,0.581207559976366,0
"391","Site",3,9,0.333333333333333,0.711830978295073,0
"576","Site",3,9,0.333333333333333,0.711830978295073,0
"29013","Site",3,9,0.333333333333333,0.711830978295073,0
"18777","Site",3,10,0.3,0.493371441200726,0
"17187","Site",6,20,0.3,0.697732583433627,0
"257","Site",2,7,0.285714285714286,0.32064484096871,0
"6416","Site",2,7,0.285714285714286,0.32064484096871,0
"13825","Site",2,7,0.285714285714286,0.32064484096871,0
"18537","Site",2,7,0.285714285714286,0.32064484096871,0
"26213","Site",2,7,0.285714285714286,0.32064484096871,0
"34643","Site",2,7,0.285714285714286,0.32064484096871,0
"12432","Site",3,11,0.272727272727273,0.29694707744059,0
"22677","Site",3,11,0.272727272727273,0.29694707744059,0
"9072","Site",1,4,0.25,0.0682577650419934,0
"22022","Site",1,4,0.25,0.0682577650419934,0
"26725","Site",1,4,0.25,0.0682577650419934,0
"4695","Site",2,8,0.25,0.0965310570596632,0
"6530","Site",2,8,0.25,0.0965310570596632,0
"8304","Site",2,8,0.25,0.0965310570596632,0
"17961","Site",2,8,0.25,0.0965310570596632,0
"32913","Site",2,8,0.25,0.0965310570596632,0
"8594","Site",3,12,0.25,0.118225917063831,0
"20531","Site",3,12,0.25,0.118225917063831,0
"34341","Site",3,12,0.25,0.118225917063831,0
"34694","Site",3,12,0.25,0.118225917063831,0
"39000","Site",3,12,0.25,0.118225917063831,0
"21380","Site",4,17,0.235294117647059,-0.00709497416058977,0
"17717","Site",2,9,0.222222222222222,-0.100761462681038,0
"31107","Site",2,9,0.222222222222222,-0.100761462681038,0
"38711","Site",2,9,0.222222222222222,-0.100761462681038,0
"17235","Site",2,10,0.2,-0.277521435675408,0
"30336","Site",2,10,0.2,-0.277521435675408,0
"1925","Site",1,5,0.2,-0.196237289090708,0
"5977","Site",1,5,0.2,-0.196237289090708,0
