"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"18496","Site",4,7,0.571428571428571,0.236,0.933268425434783,2.16343128331761,1,8,16
"33617","Site",7,14,0.5,0.236,0.933268425434783,2.40803046729823,1,8,16
"21655","Site",4,6,0.666666666666667,0.236,0.933268425434783,2.5716444092105,1,8,16
"17541","Site",0,11,0,0.236,0.933268425434783,-1.90810547781132,0,0,16
"531","Site",0,10,0,0.236,0.933268425434783,-1.81930718942768,0,0,16
"1927","Site",0,7,0,0.236,0.933268425434783,-1.5221416013802,0,0,16
"10608","Site",0,7,0,0.236,0.933268425434783,-1.5221416013802,0,0,16
"33620","Site",0,7,0,0.236,0.933268425434783,-1.5221416013802,0,0,16
"39025","Site",0,7,0,0.236,0.933268425434783,-1.5221416013802,0,0,16
"34355","Site",1,14,0.0714285714285714,0.236,0.933268425434783,-1.5011099016924,0,0,16
"5968","Site",0,6,0,0.236,0.933268425434783,-1.40922928925776,0,0,16
"38272","Site",1,13,0.0769230769230769,0.236,0.933268425434783,-1.39821156840074,0,0,16
"6273","Site",0,5,0,0.236,0.933268425434783,-1.28644445070575,0,0,16
"8197","Site",0,5,0,0.236,0.933268425434783,-1.28644445070575,0,0,16
"16470","Site",0,5,0,0.236,0.933268425434783,-1.28644445070575,0,0,16
"34067","Site",0,5,0,0.236,0.933268425434783,-1.28644445070575,0,0,16
"34353","Site",0,5,0,0.236,0.933268425434783,-1.28644445070575,0,0,16
"37728","Site",1,11,0.0909090909090909,0.236,0.933268425434783,-1.17308795939402,0,0,16
"17208","Site",0,4,0,0.236,0.933268425434783,-1.15063089642217,0,0,16
"25171","Site",0,4,0,0.236,0.933268425434783,-1.15063089642217,0,0,16
"26772","Site",0,4,0,0.236,0.933268425434783,-1.15063089642217,0,0,16
"16424","Site",1,10,0.1,0.236,0.933268425434783,-1.04841431255154,0,0,16
"37702","Site",1,10,0.1,0.236,0.933268425434783,-1.04841431255154,0,0,16
"1364","Site",0,3,0,0.236,0.933268425434783,-0.996475586680864,0,0,16
"13057","Site",0,3,0,0.236,0.933268425434783,-0.996475586680864,0,0,16
"25382","Site",0,3,0,0.236,0.933268425434783,-0.996475586680864,0,0,16
"26885","Site",0,3,0,0.236,0.933268425434783,-0.996475586680864,0,0,16
"29813","Site",0,3,0,0.236,0.933268425434783,-0.996475586680864,0,0,16
"30741","Site",0,3,0,0.236,0.933268425434783,-0.996475586680864,0,0,16
"37186","Site",3,20,0.15,0.236,0.933268425434783,-0.937578158988936,0,0,16
"14408","Site",1,9,0.111111111111111,0.236,0.933268425434783,-0.913353903657149,0,0,16
"17808","Site",1,9,0.111111111111111,0.236,0.933268425434783,-0.913353903657149,0,0,16
"14601","Site",1,8,0.125,0.236,0.933268425434783,-0.765353380973043,0,0,16
"17729","Site",1,8,0.125,0.236,0.933268425434783,-0.765353380973043,0,0,16
"26117","Site",1,8,0.125,0.236,0.933268425434783,-0.765353380973043,0,0,16
"6230","Site",1,7,0.142857142857143,0.236,0.933268425434783,-0.600748380205743,0,0,16
"9522","Site",1,7,0.142857142857143,0.236,0.933268425434783,-0.600748380205743,0,0,16
"14707","Site",1,7,0.142857142857143,0.236,0.933268425434783,-0.600748380205743,0,0,16
"33539","Site",1,7,0.142857142857143,0.236,0.933268425434783,-0.600748380205743,0,0,16
"14729","Site",2,12,0.166666666666667,0.236,0.933268425434783,-0.585499779744688,0,0,16
"26880","Site",2,12,0.166666666666667,0.236,0.933268425434783,-0.585499779744688,0,0,16
"34696","Site",2,12,0.166666666666667,0.236,0.933268425434783,-0.585499779744688,0,0,16
"34713","Site",2,12,0.166666666666667,0.236,0.933268425434783,-0.585499779744688,0,0,16
"8560","Site",2,11,0.181818181818182,0.236,0.933268425434783,-0.438070440976712,0,0,16
"16996","Site",2,11,0.181818181818182,0.236,0.933268425434783,-0.438070440976712,0,0,16
"17542","Site",2,11,0.181818181818182,0.236,0.933268425434783,-0.438070440976712,0,0,16
"25348","Site",2,11,0.181818181818182,0.236,0.933268425434783,-0.438070440976712,0,0,16
"28689","Site",2,11,0.181818181818182,0.236,0.933268425434783,-0.438070440976712,0,0,16
"1828","Site",1,6,0.166666666666667,0.236,0.933268425434783,-0.414010864640699,0,0,16
"2392","Site",1,6,0.166666666666667,0.236,0.933268425434783,-0.414010864640699,0,0,16
"9844","Site",1,6,0.166666666666667,0.236,0.933268425434783,-0.414010864640699,0,0,16
"25127","Site",1,6,0.166666666666667,0.236,0.933268425434783,-0.414010864640699,0,0,16
"26665","Site",1,6,0.166666666666667,0.236,0.933268425434783,-0.414010864640699,0,0,16
"17235","Site",2,10,0.2,0.236,0.933268425434783,-0.277521435675408,0,0,16
"30336","Site",2,10,0.2,0.236,0.933268425434783,-0.277521435675408,0,0,16
"1925","Site",1,5,0.2,0.236,0.933268425434783,-0.196237289090708,0,0,16
"5977","Site",1,5,0.2,0.236,0.933268425434783,-0.196237289090708,0,0,16
"25858","Site",1,5,0.2,0.236,0.933268425434783,-0.196237289090708,0,0,16
"26167","Site",1,5,0.2,0.236,0.933268425434783,-0.196237289090708,0,0,16
"33396","Site",1,5,0.2,0.236,0.933268425434783,-0.196237289090708,0,0,16
"17717","Site",2,9,0.222222222222222,0.236,0.933268425434783,-0.100761462681038,0,0,16
"31107","Site",2,9,0.222222222222222,0.236,0.933268425434783,-0.100761462681038,0,0,16
"38711","Site",2,9,0.222222222222222,0.236,0.933268425434783,-0.100761462681038,0,0,16
"21380","Site",4,17,0.235294117647059,0.236,0.933268425434783,-0.00709497416058977,0,0,16
"9072","Site",1,4,0.25,0.236,0.933268425434783,0.0682577650419934,0,0,16
"22022","Site",1,4,0.25,0.236,0.933268425434783,0.0682577650419934,0,0,16
"26725","Site",1,4,0.25,0.236,0.933268425434783,0.0682577650419934,0,0,16
"4695","Site",2,8,0.25,0.236,0.933268425434783,0.0965310570596632,0,0,16
"6530","Site",2,8,0.25,0.236,0.933268425434783,0.0965310570596632,0,0,16
"8304","Site",2,8,0.25,0.236,0.933268425434783,0.0965310570596632,0,0,16
"17961","Site",2,8,0.25,0.236,0.933268425434783,0.0965310570596632,0,0,16
"32913","Site",2,8,0.25,0.236,0.933268425434783,0.0965310570596632,0,0,16
"8594","Site",3,12,0.25,0.236,0.933268425434783,0.118225917063831,0,0,16
"20531","Site",3,12,0.25,0.236,0.933268425434783,0.118225917063831,0,0,16
"34341","Site",3,12,0.25,0.236,0.933268425434783,0.118225917063831,0,0,16
"34694","Site",3,12,0.25,0.236,0.933268425434783,0.118225917063831,0,0,16
"39000","Site",3,12,0.25,0.236,0.933268425434783,0.118225917063831,0,0,16
"12432","Site",3,11,0.272727272727273,0.236,0.933268425434783,0.29694707744059,0,0,16
"22677","Site",3,11,0.272727272727273,0.236,0.933268425434783,0.29694707744059,0,0,16
"257","Site",2,7,0.285714285714286,0.236,0.933268425434783,0.32064484096871,0,0,16
"6416","Site",2,7,0.285714285714286,0.236,0.933268425434783,0.32064484096871,0,0,16
"13825","Site",2,7,0.285714285714286,0.236,0.933268425434783,0.32064484096871,0,0,16
"18537","Site",2,7,0.285714285714286,0.236,0.933268425434783,0.32064484096871,0,0,16
"26213","Site",2,7,0.285714285714286,0.236,0.933268425434783,0.32064484096871,0,0,16
"34643","Site",2,7,0.285714285714286,0.236,0.933268425434783,0.32064484096871,0,0,16
"4","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"4712","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"10119","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"25160","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"26499","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"30729","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"37892","Site",1,3,0.333333333333333,0.236,0.933268425434783,0.410975806936175,0,0,16
"18777","Site",3,10,0.3,0.236,0.933268425434783,0.493371441200726,0,0,16
"384","Site",2,6,0.333333333333333,0.236,0.933268425434783,0.581207559976366,0,0,16
"17555","Site",2,6,0.333333333333333,0.236,0.933268425434783,0.581207559976366,0,0,16
"38249","Site",2,6,0.333333333333333,0.236,0.933268425434783,0.581207559976366,0,0,16
"17187","Site",6,20,0.3,0.236,0.933268425434783,0.697732583433627,0,0,16
"391","Site",3,9,0.333333333333333,0.236,0.933268425434783,0.711830978295073,0,0,16
"576","Site",3,9,0.333333333333333,0.236,0.933268425434783,0.711830978295073,0,0,16
"29013","Site",3,9,0.333333333333333,0.236,0.933268425434783,0.711830978295073,0,0,16
"9232","Site",2,5,0.4,0.236,0.933268425434783,0.893969872524335,0,0,16
"1881","Site",3,8,0.375,0.236,0.933268425434783,0.95841549509237,0,0,16
"8995","Site",3,8,0.375,0.236,0.933268425434783,0.95841549509237,0,0,16
"18743","Site",3,8,0.375,0.236,0.933268425434783,0.95841549509237,0,0,16
"35155","Site",3,8,0.375,0.236,0.933268425434783,0.95841549509237,0,0,16
"34071","Site",4,11,0.363636363636364,0.236,0.933268425434783,1.03196459585789,0,0,16
"25605","Site",5,14,0.357142857142857,0.236,0.933268425434783,1.10498367763469,0,0,16
"17010","Site",3,7,0.428571428571429,0.236,0.933268425434783,1.24203806214316,0,0,16
"25449","Site",3,7,0.428571428571429,0.236,0.933268425434783,1.24203806214316,0,0,16
"26115","Site",3,7,0.428571428571429,0.236,0.933268425434783,1.24203806214316,0,0,16
"4897","Site",4,10,0.4,0.236,0.933268425434783,1.26426431807686,0,0,16
"12937","Site",4,10,0.4,0.236,0.933268425434783,1.26426431807686,0,0,16
"12946","Site",2,4,0.5,0.236,0.933268425434783,1.28714642650616,0,0,16
"10497","Site",4,9,0.444444444444444,0.236,0.933268425434783,1.52442341927118,0,0,16
"18548","Site",4,9,0.444444444444444,0.236,0.933268425434783,1.52442341927118,0,0,16
"29972","Site",4,9,0.444444444444444,0.236,0.933268425434783,1.52442341927118,0,0,16
"1283","Site",3,6,0.5,0.236,0.933268425434783,1.57642598459343,0,0,16
"10325","Site",3,6,0.5,0.236,0.933268425434783,1.57642598459343,0,0,16
"17799","Site",3,6,0.5,0.236,0.933268425434783,1.57642598459343,0,0,16
"30233","Site",3,6,0.5,0.236,0.933268425434783,1.57642598459343,0,0,16
"34660","Site",3,6,0.5,0.236,0.933268425434783,1.57642598459343,0,0,16
"37938","Site",3,6,0.5,0.236,0.933268425434783,1.57642598459343,0,0,16
"8454","Site",2,3,0.666666666666667,0.236,0.933268425434783,1.81842720055321,0,0,16
"17472","Site",4,8,0.5,0.236,0.933268425434783,1.82029993312508,0,0,16
"9560","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"13112","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"13878","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"20757","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"29289","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"29987","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"30851","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"30984","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"32920","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"33348","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"33671","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"38248","Site",0,2,0,0.236,0.933268425434783,NA,NA,NA,16
"10081","Site",0,1,0,0.236,0.933268425434783,NA,NA,NA,16
"18449","Site",0,1,0,0.236,0.933268425434783,NA,NA,NA,16
"22329","Site",0,1,0,0.236,0.933268425434783,NA,NA,NA,16
"29476","Site",0,1,0,0.236,0.933268425434783,NA,NA,NA,16
"30089","Site",0,1,0,0.236,0.933268425434783,NA,NA,NA,16
"33575","Site",0,1,0,0.236,0.933268425434783,NA,NA,NA,16
"8545","Site",1,2,0.5,0.236,0.933268425434783,NA,NA,NA,16
"16980","Site",1,2,0.5,0.236,0.933268425434783,NA,NA,NA,16
"22681","Site",1,2,0.5,0.236,0.933268425434783,NA,NA,NA,16
"8467","Site",2,2,1,0.236,0.933268425434783,NA,NA,NA,16
"29732","Site",2,2,1,0.236,0.933268425434783,NA,NA,NA,16
