"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",94,1000,0.094
"257","Site",940,3000,0.313333333333333
"384","Site",1316,4000,0.329
"391","Site",564,4000,0.141
"531","Site",4324,10000,0.4324
"576","Site",470,4000,0.1175
"1283","Site",376,2000,0.188
"1364","Site",470,3000,0.156666666666667
"1828","Site",658,3000,0.219333333333333
"1881","Site",1786,5000,0.3572
"1925","Site",282,3000,0.094
"1927","Site",470,5000,0.094
"2392","Site",2162,5000,0.4324
"4695","Site",846,5000,0.1692
"4712","Site",94,1000,0.094
"4897","Site",188,2000,0.094
"5968","Site",1504,5000,0.3008
"5977","Site",188,2000,0.094
"6230","Site",282,3000,0.094
"6273","Site",282,3000,0.094
"6416","Site",1692,5000,0.3384
"6530","Site",1504,6000,0.250666666666667
"8197","Site",188,2000,0.094
"8304","Site",1128,5000,0.2256
"8454","Site",94,1000,0.094
"8545","Site",94,1000,0.094
"8560","Site",2350,7000,0.335714285714286
"8594","Site",3290,9000,0.365555555555556
"8995","Site",1598,4000,0.3995
"9072","Site",94,1000,0.094
"9232","Site",658,3000,0.219333333333333
"9522","Site",1504,6000,0.250666666666667
"9560","Site",188,2000,0.094
"9844","Site",376,4000,0.094
"10081","Site",94,1000,0.094
"10325","Site",282,3000,0.094
"10497","Site",1034,4000,0.2585
"10608","Site",658,3000,0.219333333333333
"12432","Site",1786,8000,0.22325
"12937","Site",1222,4000,0.3055
"12946","Site",188,2000,0.094
"13057","Site",282,3000,0.094
"13112","Site",94,1000,0.094
"13825","Site",94,1000,0.094
"13878","Site",94,1000,0.094
"14408","Site",1128,6000,0.188
"14601","Site",1410,6000,0.235
"14707","Site",752,4000,0.188
"14729","Site",1410,6000,0.235
"16424","Site",752,6000,0.125333333333333
"16470","Site",564,4000,0.141
"16980","Site",94,1000,0.094
"16996","Site",1692,6000,0.282
"17010","Site",282,2000,0.141
"17187","Site",3384,9000,0.376
"17208","Site",188,2000,0.094
"17235","Site",1128,6000,0.188
"17472","Site",752,4000,0.188
"17541","Site",3008,11000,0.273454545454545
"17542","Site",752,4000,0.188
"17717","Site",1034,6000,0.172333333333333
"17729","Site",1128,6000,0.188
"17799","Site",282,3000,0.094
"17808","Site",2726,8000,0.34075
"17961","Site",2256,6000,0.376
"18449","Site",188,1000,0.188
"18496","Site",188,2000,0.094
"18537","Site",940,4000,0.235
"18548","Site",940,5000,0.188
"18743","Site",376,2000,0.188
"18777","Site",1880,7000,0.268571428571429
"20531","Site",1786,7000,0.255142857142857
"20757","Site",188,2000,0.094
"21380","Site",3384,12000,0.282
"21655","Site",94,1000,0.094
"22022","Site",188,2000,0.094
"22677","Site",1974,7000,0.282
"25127","Site",470,3000,0.156666666666667
"25160","Site",188,2000,0.094
"25171","Site",94,1000,0.094
"25348","Site",846,6000,0.141
"25449","Site",188,2000,0.094
"25605","Site",2538,8000,0.31725
"25858","Site",658,3000,0.219333333333333
"26115","Site",1222,3000,0.407333333333333
"26117","Site",564,4000,0.141
"26167","Site",94,1000,0.094
"26213","Site",658,4000,0.1645
"26499","Site",188,2000,0.094
"26665","Site",282,3000,0.094
"26725","Site",282,3000,0.094
"26772","Site",376,2000,0.188
"26880","Site",1692,7000,0.241714285714286
"26885","Site",188,2000,0.094
"28689","Site",2068,7000,0.295428571428571
"29013","Site",470,4000,0.1175
"29289","Site",94,1000,0.094
"29476","Site",94,1000,0.094
"29972","Site",376,3000,0.125333333333333
"30089","Site",94,1000,0.094
"30233","Site",564,3000,0.188
"30336","Site",470,3000,0.156666666666667
"30729","Site",846,2000,0.423
"30741","Site",282,3000,0.094
"30851","Site",188,2000,0.094
"30984","Site",94,1000,0.094
"31107","Site",1692,5000,0.3384
"32913","Site",1034,4000,0.2585
"32920","Site",188,2000,0.094
"33348","Site",188,2000,0.094
"33539","Site",846,6000,0.141
"33617","Site",2162,7000,0.308857142857143
"33620","Site",940,5000,0.188
"33671","Site",188,2000,0.094
"34067","Site",376,4000,0.094
"34071","Site",2538,6000,0.423
"34341","Site",2726,8000,0.34075
"34353","Site",282,2000,0.141
"34355","Site",2538,11000,0.230727272727273
"34643","Site",282,3000,0.094
"34660","Site",940,3000,0.313333333333333
"34694","Site",1598,6000,0.266333333333333
"34696","Site",2162,9000,0.240222222222222
"34713","Site",2726,10000,0.2726
"35155","Site",470,3000,0.156666666666667
"37186","Site",4606,14000,0.329
"37702","Site",2538,8000,0.31725
"37728","Site",2162,6000,0.360333333333333
"37892","Site",188,2000,0.094
"37938","Site",188,2000,0.094
"38248","Site",376,2000,0.188
"38249","Site",188,2000,0.094
"38272","Site",2068,10000,0.2068
"38711","Site",1974,6000,0.329
"39000","Site",752,5000,0.1504
"39025","Site",564,5000,0.1128
