"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"1927","Site",470,5000,0.094,0.230757522123894,173.191059131863,-1.52966228166214,0,0,2
"9844","Site",376,4000,0.094,0.230757522123894,173.191059131863,-1.36817153776559,0,0,2
"34067","Site",376,4000,0.094,0.230757522123894,173.191059131863,-1.36817153776559,0,0,2
"39025","Site",564,5000,0.1128,0.230757522123894,173.191059131863,-1.31938024050907,0,0,2
"16424","Site",752,6000,0.125333333333333,0.230757522123894,173.191059131863,-1.2917403494698,0,0,2
"1925","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"6230","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"6273","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"10325","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"13057","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"17799","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"26665","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"26725","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"30741","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"34643","Site",282,3000,0.094,0.230757522123894,173.191059131863,-1.18487130843982,0,0,2
"576","Site",470,4000,0.1175,0.230757522123894,173.191059131863,-1.13306906853276,0,0,2
"29013","Site",470,4000,0.1175,0.230757522123894,173.191059131863,-1.13306906853276,0,0,2
"25348","Site",846,6000,0.141,0.230757522123894,173.191059131863,-1.09977998717352,0,0,2
"33539","Site",846,6000,0.141,0.230757522123894,173.191059131863,-1.09977998717352,0,0,2
"4897","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"5977","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"8197","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"9560","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"12946","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"17208","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"18496","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"20757","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"22022","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"25160","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"25449","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"26499","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"26885","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"30851","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"32920","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"33348","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"33671","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"37892","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"37938","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"38249","Site",188,2000,0.094,0.230757522123894,173.191059131863,-0.967443372180474,0,0,2
"29972","Site",376,3000,0.125333333333333,0.230757522123894,173.191059131863,-0.913398360642376,0,0,2
"39000","Site",752,5000,0.1504,0.230757522123894,173.191059131863,-0.898816158202935,0,0,2
"391","Site",564,4000,0.141,0.230757522123894,173.191059131863,-0.897966599299921,0,0,2
"16470","Site",564,4000,0.141,0.230757522123894,173.191059131863,-0.897966599299921,0,0,2
"26117","Site",564,4000,0.141,0.230757522123894,173.191059131863,-0.897966599299921,0,0,2
"17717","Site",1034,6000,0.172333333333333,0.230757522123894,173.191059131863,-0.715859262580975,0,0,2
"4695","Site",846,5000,0.1692,0.230757522123894,173.191059131863,-0.688534117049868,0,0,2
"4","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"4712","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"8454","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"8545","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"9072","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"10081","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"13112","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"13825","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"13878","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"16980","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"21655","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"25171","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"26167","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"29289","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"29476","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"30089","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"30984","Site",94,1000,0.094,0.230757522123894,173.191059131863,-0.684085768882794,0,0,2
"26213","Site",658,4000,0.1645,0.230757522123894,173.191059131863,-0.662864130067087,0,0,2
"1364","Site",470,3000,0.156666666666667,0.230757522123894,173.191059131863,-0.641925412844931,0,0,2
"25127","Site",470,3000,0.156666666666667,0.230757522123894,173.191059131863,-0.641925412844931,0,0,2
"30336","Site",470,3000,0.156666666666667,0.230757522123894,173.191059131863,-0.641925412844931,0,0,2
"35155","Site",470,3000,0.156666666666667,0.230757522123894,173.191059131863,-0.641925412844931,0,0,2
"17010","Site",282,2000,0.141,0.230757522123894,173.191059131863,-0.634958271643998,0,0,2
"34353","Site",282,2000,0.141,0.230757522123894,173.191059131863,-0.634958271643998,0,0,2
"14408","Site",1128,6000,0.188,0.230757522123894,173.191059131863,-0.5238989002847,0,0,2
"17235","Site",1128,6000,0.188,0.230757522123894,173.191059131863,-0.5238989002847,0,0,2
"17729","Site",1128,6000,0.188,0.230757522123894,173.191059131863,-0.5238989002847,0,0,2
"18548","Site",940,5000,0.188,0.230757522123894,173.191059131863,-0.4782520758968,0,0,2
"33620","Site",940,5000,0.188,0.230757522123894,173.191059131863,-0.4782520758968,0,0,2
"14707","Site",752,4000,0.188,0.230757522123894,173.191059131863,-0.427761660834253,0,0,2
"17472","Site",752,4000,0.188,0.230757522123894,173.191059131863,-0.427761660834253,0,0,2
"17542","Site",752,4000,0.188,0.230757522123894,173.191059131863,-0.427761660834253,0,0,2
"38272","Site",2068,10000,0.2068,0.230757522123894,173.191059131863,-0.378966857444176,0,0,2
"30233","Site",564,3000,0.188,0.230757522123894,173.191059131863,-0.370452465047486,0,0,2
"1283","Site",376,2000,0.188,0.230757522123894,173.191059131863,-0.302473171107521,0,0,2
"18743","Site",376,2000,0.188,0.230757522123894,173.191059131863,-0.302473171107521,0,0,2
