"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",1,35,0.0285714285714286
"257","Site",7,183,0.0382513661202186
"384","Site",9,246,0.0365853658536585
"391","Site",3,151,0.0198675496688742
"531","Site",29,689,0.0420899854862119
"576","Site",8,184,0.0434782608695652
"1283","Site",3,76,0.0394736842105263
"1364","Site",0,110,0
"1828","Site",5,149,0.0335570469798658
"1881","Site",16,306,0.0522875816993464
"1925","Site",2,67,0.0298507462686567
"1927","Site",10,183,0.0546448087431694
"2392","Site",12,280,0.0428571428571429
"4695","Site",6,200,0.03
"4712","Site",2,63,0.0317460317460317
"4897","Site",4,120,0.0333333333333333
"5968","Site",12,267,0.0449438202247191
"5977","Site",3,33,0.0909090909090909
"6230","Site",7,101,0.0693069306930693
"6273","Site",8,70,0.114285714285714
"6416","Site",7,272,0.0257352941176471
"6530","Site",8,228,0.0350877192982456
"8197","Site",5,89,0.0561797752808989
"8304","Site",3,202,0.0148514851485149
"8454","Site",0,18,0
"8545","Site",0,22,0
"8560","Site",23,393,0.0585241730279898
"8594","Site",23,584,0.0393835616438356
"8995","Site",8,264,0.0303030303030303
"9072","Site",4,80,0.05
"9232","Site",5,87,0.0574712643678161
"9522","Site",17,308,0.0551948051948052
"9560","Site",1,33,0.0303030303030303
"9844","Site",2,77,0.025974025974026
"10081","Site",1,13,0.0769230769230769
"10119","Site",0,29,0
"10325","Site",0,58,0
"10497","Site",4,216,0.0185185185185185
"10608","Site",12,213,0.0563380281690141
"12432","Site",15,294,0.0510204081632653
"12937","Site",11,245,0.0448979591836735
"12946","Site",0,32,0
"13057","Site",3,40,0.075
"13112","Site",1,28,0.0357142857142857
"13825","Site",7,51,0.137254901960784
"13878","Site",4,16,0.25
"14408","Site",15,232,0.0646551724137931
"14601","Site",15,328,0.0457317073170732
"14707","Site",3,173,0.0173410404624277
"14729","Site",15,240,0.0625
"16424","Site",9,263,0.0342205323193916
"16470","Site",8,203,0.0394088669950739
"16980","Site",0,20,0
"16996","Site",9,339,0.0265486725663717
"17010","Site",9,117,0.0769230769230769
"17187","Site",36,725,0.0496551724137931
"17208","Site",3,43,0.0697674418604651
"17235","Site",5,200,0.025
"17472","Site",4,163,0.0245398773006135
"17541","Site",21,537,0.0391061452513966
"17542","Site",5,227,0.0220264317180617
"17555","Site",4,49,0.0816326530612245
"17717","Site",9,243,0.037037037037037
"17729","Site",9,275,0.0327272727272727
"17799","Site",4,38,0.105263157894737
"17808","Site",22,502,0.0438247011952191
"17961","Site",11,381,0.0288713910761155
"18449","Site",2,47,0.0425531914893617
"18496","Site",2,66,0.0303030303030303
"18537","Site",7,150,0.0466666666666667
"18548","Site",6,153,0.0392156862745098
"18743","Site",10,125,0.08
"18777","Site",18,309,0.058252427184466
"20531","Site",12,375,0.032
"20757","Site",2,27,0.0740740740740741
"21380","Site",32,592,0.0540540540540541
"21655","Site",4,42,0.0952380952380952
"22022","Site",2,25,0.08
"22329","Site",1,22,0.0454545454545455
"22677","Site",18,396,0.0454545454545455
"22681","Site",1,26,0.0384615384615385
"25127","Site",9,173,0.0520231213872832
"25160","Site",0,35,0
"25171","Site",2,55,0.0363636363636364
"25348","Site",11,216,0.0509259259259259
"25382","Site",4,32,0.125
"25449","Site",6,180,0.0333333333333333
"25605","Site",12,452,0.0265486725663717
"25858","Site",7,136,0.0514705882352941
"26115","Site",6,236,0.0254237288135593
"26117","Site",7,271,0.025830258302583
"26167","Site",4,18,0.222222222222222
"26213","Site",7,195,0.0358974358974359
"26499","Site",3,8,0.375
"26665","Site",6,66,0.0909090909090909
"26725","Site",3,64,0.046875
"26772","Site",2,123,0.016260162601626
"26880","Site",13,406,0.0320197044334975
"26885","Site",5,48,0.104166666666667
"28689","Site",21,407,0.0515970515970516
"29013","Site",5,151,0.033112582781457
"29289","Site",0,29,0
"29476","Site",0,19,0
"29813","Site",4,53,0.0754716981132075
"29972","Site",3,120,0.025
"29987","Site",3,10,0.3
"30089","Site",0,20,0
"30233","Site",6,91,0.0659340659340659
"30336","Site",11,237,0.0464135021097046
"30729","Site",11,146,0.0753424657534247
"30741","Site",4,123,0.032520325203252
"30851","Site",4,46,0.0869565217391304
"30984","Site",3,44,0.0681818181818182
"31107","Site",13,288,0.0451388888888889
"32913","Site",10,208,0.0480769230769231
"32920","Site",3,22,0.136363636363636
"33348","Site",1,31,0.032258064516129
"33396","Site",0,40,0
"33539","Site",4,227,0.0176211453744493
"33575","Site",0,23,0
"33617","Site",16,363,0.0440771349862259
"33620","Site",11,204,0.053921568627451
"33671","Site",2,37,0.0540540540540541
"34067","Site",4,105,0.0380952380952381
"34071","Site",20,428,0.0467289719626168
"34341","Site",20,460,0.0434782608695652
"34353","Site",3,116,0.0258620689655172
"34355","Site",24,582,0.0412371134020619
"34643","Site",5,85,0.0588235294117647
"34660","Site",0,154,0
"34694","Site",17,382,0.0445026178010471
"34696","Site",11,400,0.0275
"34713","Site",16,477,0.0335429769392034
"35155","Site",6,121,0.0495867768595041
"37186","Site",26,855,0.0304093567251462
"37702","Site",21,422,0.0497630331753555
"37728","Site",20,523,0.0382409177820268
"37892","Site",2,14,0.142857142857143
"37938","Site",1,66,0.0151515151515152
"38248","Site",2,82,0.024390243902439
"38249","Site",1,80,0.0125
"38272","Site",19,403,0.0471464019851117
"38711","Site",12,404,0.0297029702970297
"39000","Site",12,291,0.0412371134020619
"39025","Site",11,185,0.0594594594594595
