"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"531","Site",6,10,0.6,4.97133189172016,2
"14601","Site",3,7,0.428571428571429,2.69650214685336,1
"37728","Site",4,10,0.4,2.93153728093917,1
"26880","Site",3,10,0.3,1.91163997554868,0
"34355","Site",3,13,0.230769230769231,1.37454672225159,0
"34660","Site",2,3,0.666666666666667,NA,NA
"10119","Site",1,2,0.5,NA,NA
"33671","Site",1,2,0.5,NA,NA
"37892","Site",1,2,0.5,NA,NA
"25127","Site",2,5,0.4,NA,NA
"26213","Site",2,5,0.4,NA,NA
"9522","Site",2,6,0.333333333333333,NA,NA
"17961","Site",2,6,0.333333333333333,NA,NA
"33539","Site",2,6,0.333333333333333,NA,NA
"33617","Site",2,7,0.285714285714286,NA,NA
"5977","Site",1,4,0.25,NA,NA
"17010","Site",1,4,0.25,NA,NA
"17472","Site",1,4,0.25,NA,NA
"25858","Site",1,4,0.25,NA,NA
"26115","Site",1,4,0.25,NA,NA
"26772","Site",1,4,0.25,NA,NA
"17808","Site",2,8,0.25,NA,NA
"34341","Site",2,9,0.222222222222222,NA,NA
"1881","Site",1,5,0.2,NA,NA
"2392","Site",1,5,0.2,NA,NA
"6273","Site",1,5,0.2,NA,NA
"8995","Site",1,5,0.2,NA,NA
"10497","Site",1,5,0.2,NA,NA
"13825","Site",1,5,0.2,NA,NA
"18537","Site",1,5,0.2,NA,NA
"18548","Site",1,5,0.2,NA,NA
"18743","Site",1,5,0.2,NA,NA
"34353","Site",1,5,0.2,NA,NA
"34643","Site",1,5,0.2,NA,NA
"17541","Site",2,11,0.181818181818182,NA,NA
"576","Site",1,6,0.166666666666667,NA,NA
"6230","Site",1,6,0.166666666666667,NA,NA
"6530","Site",1,6,0.166666666666667,NA,NA
"8304","Site",1,6,0.166666666666667,NA,NA
"12937","Site",1,6,0.166666666666667,NA,NA
"14707","Site",1,6,0.166666666666667,NA,NA
"21380","Site",2,13,0.153846153846154,NA,NA
"18777","Site",1,7,0.142857142857143,NA,NA
"31107","Site",1,7,0.142857142857143,NA,NA
"34071","Site",1,7,0.142857142857143,NA,NA
"38711","Site",1,7,0.142857142857143,NA,NA
"39025","Site",1,7,0.142857142857143,NA,NA
"12432","Site",1,8,0.125,NA,NA
"14408","Site",1,8,0.125,NA,NA
"30336","Site",1,8,0.125,NA,NA
"8560","Site",1,9,0.111111111111111,NA,NA
"8594","Site",1,9,0.111111111111111,NA,NA
"16424","Site",1,9,0.111111111111111,NA,NA
"16996","Site",1,9,0.111111111111111,NA,NA
"17542","Site",1,9,0.111111111111111,NA,NA
"20531","Site",1,9,0.111111111111111,NA,NA
"28689","Site",1,9,0.111111111111111,NA,NA
"34696","Site",1,10,0.1,NA,NA
"34713","Site",1,10,0.1,NA,NA
"38272","Site",1,12,0.0833333333333333,NA,NA
"17187","Site",1,14,0.0714285714285714,NA,NA
"37186","Site",0,17,0,NA,NA
"14729","Site",0,10,0,NA,NA
"25348","Site",0,9,0,NA,NA
"25605","Site",0,9,0,NA,NA
"34694","Site",0,9,0,NA,NA
"37702","Site",0,9,0,NA,NA
"39000","Site",0,9,0,NA,NA
"17235","Site",0,8,0,NA,NA
"22677","Site",0,8,0,NA,NA
"1927","Site",0,7,0,NA,NA
"10608","Site",0,7,0,NA,NA
"17717","Site",0,7,0,NA,NA
"17729","Site",0,7,0,NA,NA
"26117","Site",0,7,0,NA,NA
"33620","Site",0,7,0,NA,NA
"391","Site",0,6,0,NA,NA
"4695","Site",0,6,0,NA,NA
"4897","Site",0,6,0,NA,NA
"5968","Site",0,6,0,NA,NA
"29013","Site",0,6,0,NA,NA
"32913","Site",0,6,0,NA,NA
"257","Site",0,5,0,NA,NA
"1828","Site",0,5,0,NA,NA
"6416","Site",0,5,0,NA,NA
"8197","Site",0,5,0,NA,NA
"9844","Site",0,5,0,NA,NA
"16470","Site",0,5,0,NA,NA
"26665","Site",0,5,0,NA,NA
"29972","Site",0,5,0,NA,NA
"34067","Site",0,5,0,NA,NA
"35155","Site",0,5,0,NA,NA
"384","Site",0,4,0,NA,NA
"1925","Site",0,4,0,NA,NA
"17208","Site",0,4,0,NA,NA
"17555","Site",0,4,0,NA,NA
"25171","Site",0,4,0,NA,NA
"25449","Site",0,4,0,NA,NA
"26167","Site",0,4,0,NA,NA
"33396","Site",0,4,0,NA,NA
"38249","Site",0,4,0,NA,NA
"1283","Site",0,3,0,NA,NA
"1364","Site",0,3,0,NA,NA
"9072","Site",0,3,0,NA,NA
"9232","Site",0,3,0,NA,NA
"10325","Site",0,3,0,NA,NA
"13057","Site",0,3,0,NA,NA
"17799","Site",0,3,0,NA,NA
"18496","Site",0,3,0,NA,NA
"22022","Site",0,3,0,NA,NA
"25382","Site",0,3,0,NA,NA
"26725","Site",0,3,0,NA,NA
"26885","Site",0,3,0,NA,NA
"29813","Site",0,3,0,NA,NA
"30233","Site",0,3,0,NA,NA
"30741","Site",0,3,0,NA,NA
"37938","Site",0,3,0,NA,NA
"4","Site",0,2,0,NA,NA
"4712","Site",0,2,0,NA,NA
"9560","Site",0,2,0,NA,NA
"12946","Site",0,2,0,NA,NA
"13112","Site",0,2,0,NA,NA
"13878","Site",0,2,0,NA,NA
"20757","Site",0,2,0,NA,NA
"21655","Site",0,2,0,NA,NA
"25160","Site",0,2,0,NA,NA
"26499","Site",0,2,0,NA,NA
"29289","Site",0,2,0,NA,NA
"29987","Site",0,2,0,NA,NA
"30729","Site",0,2,0,NA,NA
"30851","Site",0,2,0,NA,NA
"30984","Site",0,2,0,NA,NA
"32920","Site",0,2,0,NA,NA
"33348","Site",0,2,0,NA,NA
"38248","Site",0,2,0,NA,NA
"8454","Site",0,1,0,NA,NA
"8545","Site",0,1,0,NA,NA
"10081","Site",0,1,0,NA,NA
"16980","Site",0,1,0,NA,NA
"18449","Site",0,1,0,NA,NA
"22329","Site",0,1,0,NA,NA
"22681","Site",0,1,0,NA,NA
"29476","Site",0,1,0,NA,NA
"30089","Site",0,1,0,NA,NA
"33575","Site",0,1,0,NA,NA
