"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"37186","Site",0,17,0,0.112565445026178,0.962377993042313,-1.49687659452116
"14729","Site",0,10,0,0.112565445026178,0.962377993042313,-1.14805194062281
"25348","Site",0,9,0,0.112565445026178,0.962377993042313,-1.08913770136334
"25605","Site",0,9,0,0.112565445026178,0.962377993042313,-1.08913770136334
"34694","Site",0,9,0,0.112565445026178,0.962377993042313,-1.08913770136334
"37702","Site",0,9,0,0.112565445026178,0.962377993042313,-1.08913770136334
"39000","Site",0,9,0,0.112565445026178,0.962377993042313,-1.08913770136334
"17235","Site",0,8,0,0.112565445026178,0.962377993042313,-1.02684887237326
"22677","Site",0,8,0,0.112565445026178,0.962377993042313,-1.02684887237326
"1927","Site",0,7,0,0.112565445026178,0.962377993042313,-0.960529167103976
"10608","Site",0,7,0,0.112565445026178,0.962377993042313,-0.960529167103976
"17717","Site",0,7,0,0.112565445026178,0.962377993042313,-0.960529167103976
"17729","Site",0,7,0,0.112565445026178,0.962377993042313,-0.960529167103976
"26117","Site",0,7,0,0.112565445026178,0.962377993042313,-0.960529167103976
"33620","Site",0,7,0,0.112565445026178,0.962377993042313,-0.960529167103976
"391","Site",0,6,0,0.112565445026178,0.962377993042313,-0.889277209322649
"4695","Site",0,6,0,0.112565445026178,0.962377993042313,-0.889277209322649
"4897","Site",0,6,0,0.112565445026178,0.962377993042313,-0.889277209322649
"5968","Site",0,6,0,0.112565445026178,0.962377993042313,-0.889277209322649
"29013","Site",0,6,0,0.112565445026178,0.962377993042313,-0.889277209322649
"32913","Site",0,6,0,0.112565445026178,0.962377993042313,-0.889277209322649
"257","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"1828","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"6416","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"8197","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"9844","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"16470","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"26665","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"29972","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"34067","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"35155","Site",0,5,0,0.112565445026178,0.962377993042313,-0.811795312368764
"384","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"1925","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"17208","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"17555","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"25171","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"25449","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"26167","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"33396","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"38249","Site",0,4,0,0.112565445026178,0.962377993042313,-0.726091800908893
"1283","Site",0,3,0,0.112565445026178,0.962377993042313,-0.628813945066694
"1364","Site",0,3,0,0.112565445026178,0.962377993042313,-0.628813945066694
"9072","Site",0,3,0,0.112565445026178,0.962377993042313,-0.628813945066694
"9232","Site",0,3,0,0.112565445026178,0.962377993042313,-0.628813945066694
"10325","Site",0,3,0,0.112565445026178,0.962377993042313,-0.628813945066694
"13057","Site",0,3,0,0.112565445026178,0.962377993042313,-0.628813945066694
