"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",0,2,0
"257","Site",0,5,0
"384","Site",0,4,0
"391","Site",0,6,0
"531","Site",6,10,0.6
"576","Site",1,6,0.166666666666667
"1283","Site",0,3,0
"1364","Site",0,3,0
"1828","Site",0,5,0
"1881","Site",1,5,0.2
"1925","Site",0,4,0
"1927","Site",0,7,0
"2392","Site",1,5,0.2
"4695","Site",0,6,0
"4712","Site",0,2,0
"4897","Site",0,6,0
"5968","Site",0,6,0
"5977","Site",1,4,0.25
"6230","Site",1,6,0.166666666666667
"6273","Site",1,5,0.2
"6416","Site",0,5,0
"6530","Site",1,6,0.166666666666667
"8197","Site",0,5,0
"8304","Site",1,6,0.166666666666667
"8454","Site",0,1,0
"8545","Site",0,1,0
"8560","Site",1,9,0.111111111111111
"8594","Site",1,9,0.111111111111111
"8995","Site",1,5,0.2
"9072","Site",0,3,0
"9232","Site",0,3,0
"9522","Site",2,6,0.333333333333333
"9560","Site",0,2,0
"9844","Site",0,5,0
"10081","Site",0,1,0
"10119","Site",1,2,0.5
"10325","Site",0,3,0
"10497","Site",1,5,0.2
"10608","Site",0,7,0
"12432","Site",1,8,0.125
"12937","Site",1,6,0.166666666666667
"12946","Site",0,2,0
"13057","Site",0,3,0
"13112","Site",0,2,0
"13825","Site",1,5,0.2
"13878","Site",0,2,0
"14408","Site",1,8,0.125
"14601","Site",3,7,0.428571428571429
"14707","Site",1,6,0.166666666666667
"14729","Site",0,10,0
"16424","Site",1,9,0.111111111111111
"16470","Site",0,5,0
"16980","Site",0,1,0
"16996","Site",1,9,0.111111111111111
"17010","Site",1,4,0.25
"17187","Site",1,14,0.0714285714285714
"17208","Site",0,4,0
"17235","Site",0,8,0
"17472","Site",1,4,0.25
"17541","Site",2,11,0.181818181818182
"17542","Site",1,9,0.111111111111111
"17555","Site",0,4,0
"17717","Site",0,7,0
"17729","Site",0,7,0
"17799","Site",0,3,0
"17808","Site",2,8,0.25
"17961","Site",2,6,0.333333333333333
"18449","Site",0,1,0
"18496","Site",0,3,0
"18537","Site",1,5,0.2
"18548","Site",1,5,0.2
"18743","Site",1,5,0.2
"18777","Site",1,7,0.142857142857143
"20531","Site",1,9,0.111111111111111
"20757","Site",0,2,0
"21380","Site",2,13,0.153846153846154
"21655","Site",0,2,0
"22022","Site",0,3,0
"22329","Site",0,1,0
"22677","Site",0,8,0
"22681","Site",0,1,0
"25127","Site",2,5,0.4
"25160","Site",0,2,0
"25171","Site",0,4,0
"25348","Site",0,9,0
"25382","Site",0,3,0
"25449","Site",0,4,0
"25605","Site",0,9,0
"25858","Site",1,4,0.25
"26115","Site",1,4,0.25
"26117","Site",0,7,0
"26167","Site",0,4,0
"26213","Site",2,5,0.4
"26499","Site",0,2,0
"26665","Site",0,5,0
"26725","Site",0,3,0
"26772","Site",1,4,0.25
"26880","Site",3,10,0.3
"26885","Site",0,3,0
"28689","Site",1,9,0.111111111111111
"29013","Site",0,6,0
"29289","Site",0,2,0
"29476","Site",0,1,0
"29813","Site",0,3,0
"29972","Site",0,5,0
"29987","Site",0,2,0
"30089","Site",0,1,0
"30233","Site",0,3,0
"30336","Site",1,8,0.125
"30729","Site",0,2,0
"30741","Site",0,3,0
"30851","Site",0,2,0
"30984","Site",0,2,0
"31107","Site",1,7,0.142857142857143
"32913","Site",0,6,0
"32920","Site",0,2,0
"33348","Site",0,2,0
"33396","Site",0,4,0
"33539","Site",2,6,0.333333333333333
"33575","Site",0,1,0
"33617","Site",2,7,0.285714285714286
"33620","Site",0,7,0
"33671","Site",1,2,0.5
"34067","Site",0,5,0
"34071","Site",1,7,0.142857142857143
"34341","Site",2,9,0.222222222222222
"34353","Site",1,5,0.2
"34355","Site",3,13,0.230769230769231
"34643","Site",1,5,0.2
"34660","Site",2,3,0.666666666666667
"34694","Site",0,9,0
"34696","Site",1,10,0.1
"34713","Site",1,10,0.1
"35155","Site",0,5,0
"37186","Site",0,17,0
"37702","Site",0,9,0
"37728","Site",4,10,0.4
"37892","Site",1,2,0.5
"37938","Site",0,3,0
"38248","Site",0,2,0
"38249","Site",0,4,0
"38272","Site",1,12,0.0833333333333333
"38711","Site",1,7,0.142857142857143
"39000","Site",0,9,0
"39025","Site",1,7,0.142857142857143
