"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"17208","Site",7,43,0.162790697674419,3.19284128541926,2
"13057","Site",5,40,0.125,2.10852386395172,1
"9522","Site",22,308,0.0714285714285714,2.03165220705362,1
"33671","Site",4,37,0.108108108108108,1.61051541998012,0
"4712","Site",6,63,0.0952380952380952,1.68655024519365,0
"25382","Site",3,32,0.09375,1.16780258277931,0
"18496","Site",6,66,0.0909090909090909,1.58337248578923,0
"34067","Site",8,105,0.0761904761904762,1.38444885966861,0
"29813","Site",4,53,0.0754716981132075,0.962346719682025,0
"33396","Site",3,40,0.075,0.823914449144464,0
"9072","Site",6,80,0.075,1.16519098821526,0
"4897","Site",9,120,0.075,1.42706168700834,0
"6530","Site",16,228,0.0701754385964912,1.67113376588512,0
"384","Site",17,246,0.0691056910569106,1.66768811680126,0
"35155","Site",8,121,0.0661157024793388,1.03599875661494,0
"33348","Site",2,31,0.0645161290322581,0.488202576942444,0
"22677","Site",25,396,0.0631313131313131,1.63293846179159,0
"12946","Site",2,32,0.0625,0.449684088768,0
"1881","Site",19,306,0.0620915032679739,1.36154302748004,0
"17555","Site",3,49,0.0612244897959184,0.52018520877843,0
"5977","Site",2,33,0.0606060606060606,0.412459212824277,0
"26665","Site",4,66,0.0606060606060606,0.583305412701824,0
"34353","Site",7,116,0.0603448275862069,0.761879419524342,0
"29013","Site",9,151,0.0596026490066225,0.832203770518377,0
"8304","Site",12,202,0.0594059405940594,0.951178638099161,0
"26117","Site",16,271,0.0590405904059041,1.07728719084103,0
"13825","Site",3,51,0.0588235294117647,0.461041845040197,0
"34643","Site",5,85,0.0588235294117647,0.595202462581808,0
"14729","Site",14,240,0.0583333333333333,0.969290797092523,0
"5968","Site",15,267,0.0561797752808989,0.879410866398956,0
"10497","Site",12,216,0.0555555555555556,0.753707627824754,0
"25348","Site",12,216,0.0555555555555556,0.753707627824754,0
"17472","Site",9,163,0.0552147239263804,0.637064605344942,0
"25171","Site",3,55,0.0545454545454545,0.349896122436703,0
"2392","Site",15,280,0.0535714285714286,0.723262572558073,0
"391","Site",8,151,0.0529801324503311,0.501619164059987,0
"1283","Site",4,76,0.0526315789473684,0.343527115512056,0
"33617","Site",19,363,0.0523415977961433,0.728327401105794,0
"14707","Site",9,173,0.0520231213872832,0.485784749567557,0
"34660","Site",8,154,0.051948051948052,0.454548682093954,0
"18777","Site",16,309,0.0517799352750809,0.631866647410054,0
"8594","Site",30,584,0.0513698630136986,0.828408908617805,0
"17010","Site",6,117,0.0512820512820513,0.366934296183952,0
"17541","Site",27,537,0.0502793296089385,0.691715794779761,0
"39025","Site",9,185,0.0486486486486487,0.315900111939855,0
"32913","Site",10,208,0.0480769230769231,0.3014662300896,0
"18743","Site",6,125,0.048,0.230208096947575,0
"37728","Site",25,523,0.0478011472275335,0.452413021581372,0
"1828","Site",7,149,0.0469798657718121,0.200753351722201,0
"26880","Site",19,406,0.0467980295566502,0.316501055604584,0
"28689","Site",19,407,0.0466830466830467,0.307467329234875,0
"18537","Site",7,150,0.0466666666666667,0.185843390304649,0
"26115","Site",11,236,0.0466101694915254,0.229582399322768,0
"26213","Site",9,195,0.0461538461538462,0.182803391777825,0
"34713","Site",22,477,0.0461215932914046,0.28304635365229,0
"8560","Site",18,393,0.0458015267175573,0.231142534049352,0
"18548","Site",7,153,0.0457516339869281,0.141714269691001,0
"37938","Site",3,66,0.0454545454545455,0.0832718761581226,0
"1364","Site",5,110,0.0454545454545455,0.107503529855952,0
"37702","Site",19,422,0.0450236966824645,0.174608853993766,0
"8197","Site",4,89,0.0449438202247191,0.0771260462713478,0
"12937","Site",11,245,0.0448979591836735,0.125048312419866,0
"16470","Site",9,203,0.0443349753694581,0.0812415528763157,0
"12432","Site",13,294,0.0442176870748299,0.0896000308860594,0
"25858","Site",6,136,0.0441176470588235,0.0562009090991265,0
"6416","Site",12,272,0.0441176470588235,0.0794800878656821,0
"17542","Site",10,227,0.0440528634361234,0.0686433359751422,0
"6273","Site",3,70,0.0428571428571429,-0.00252125408870115,0
"37186","Site",36,855,0.0421052631578947,-0.098122015608873,0
"31107","Site",12,288,0.0416666666666667,-0.0871847217186265,0
"34341","Site",19,460,0.041304347826087,-0.14175270173847,0
"26772","Site",5,123,0.040650406504065,-0.102762184910444,0
"531","Site",28,689,0.0406386066763425,-0.244473235523582,0
"17235","Site",8,200,0.04,-0.168403067300364,0
"6230","Site",4,101,0.0396039603960396,-0.135841389619139,0
"33620","Site",8,204,0.0392156862745098,-0.215585529777865,0
"25449","Site",7,180,0.0388888888888889,-0.220318245847418,0
"576","Site",7,184,0.0380434782608696,-0.269337948797996,0
"10608","Site",8,213,0.0375586854460094,-0.318528698907158,0
"38249","Site",3,80,0.0375,-0.197343054364184,0
"20531","Site",14,375,0.0373333333333333,-0.440371235787213,0
"17961","Site",14,381,0.036745406824147,-0.490498546750247,0
