"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"17717","Site",252,4136,0.0609284332688588,3.08431094482034,2
"14408","Site",262,4512,0.0580673758865248,2.36753400182834,1
"38248","Site",92,1504,0.0611702127659574,1.90157255790073,0
"12946","Site",45,752,0.0598404255319149,1.18258350414627,0
"25449","Site",45,752,0.0598404255319149,1.18258350414627,0
"30741","Site",67,1128,0.0593971631205674,1.38221406150012,0
"10325","Site",66,1128,0.0585106382978723,1.24991602110949,0
"34643","Site",66,1128,0.0585106382978723,1.24991602110949,0
"1283","Site",87,1504,0.0578457446808511,1.32870523865479,0
"4695","Site",195,3384,0.0576241134751773,1.93577112605759,0
"5977","Site",43,752,0.0571808510638298,0.858520811219098,0
"8197","Site",43,752,0.0571808510638298,0.858520811219098,0
"18496","Site",43,752,0.0571808510638298,0.858520811219098,0
"29013","Site",106,1880,0.0563829787234043,1.20372415890325,0
"17729","Site",254,4512,0.0562943262411347,1.83834184026581,0
"39025","Site",126,2256,0.0558510638297872,1.206355139893,0
"14729","Site",308,5640,0.0546099290780142,1.49325657831161,0
"18449","Site",41,752,0.0545212765957447,0.534458118291927,0
"37938","Site",41,752,0.0545212765957447,0.534458118291927,0
"384","Site",285,5264,0.0541413373860182,1.29155908222581,0
"34694","Site",346,6392,0.0541301627033792,1.41925905544868,0
"16470","Site",122,2256,0.0540780141843972,0.832159773901367,0
"1828","Site",142,2632,0.053951367781155,0.869965486460345,0
"38711","Site",426,7896,0.053951367781155,1.50682442338069,0
"25127","Site",101,1880,0.0537234042553192,0.691336051734456,0
"26772","Site",80,1504,0.0531914893617021,0.526690991710471,0
"30233","Site",119,2256,0.0527482269503546,0.551513249407641,0
"25348","Site",178,3384,0.0526004728132388,0.637271869100123,0
"39000","Site",158,3008,0.0525265957446809,0.582822197193099,0
"17235","Site",237,4512,0.0525265957446809,0.713808496945426,0
"12432","Site",375,7144,0.052491601343785,0.885046850759043,0
"16996","Site",355,6768,0.0524527186761229,0.84722807137905,0
"26880","Site",354,6768,0.0523049645390071,0.793217622557855,0
"17961","Site",469,9024,0.0519725177304965,0.775605553572601,0
"32920","Site",39,752,0.0518617021276596,0.210395425364756,0
"33348","Site",39,752,0.0518617021276596,0.210395425364756,0
"34067","Site",78,1504,0.0518617021276596,0.297544064012095,0
"8304","Site",234,4512,0.0518617021276596,0.515361436359475,0
"8560","Site",487,9400,0.0518085106382979,0.720945467260401,0
"8594","Site",681,13160,0.0517477203647416,0.822047860570953,0
"10497","Site",214,4136,0.0517408123791103,0.458875810324705,0
"30729","Site",175,3384,0.0517139479905437,0.408124941401746,0
"33539","Site",175,3384,0.0517139479905437,0.408124941401746,0
"6530","Site",311,6016,0.0516954787234043,0.537801396099597,0
"30336","Site",97,1880,0.0515957446808511,0.281425565999417,0
"26665","Site",58,1128,0.0514184397163121,0.191531697984421,0
"34353","Site",58,1128,0.0514184397163121,0.191531697984421,0
"34355","Site",521,10152,0.0513199369582348,0.530495747156384,0
"32913","Site",212,4136,0.051257253384913,0.320695013772302,0
"9844","Site",77,1504,0.0511968085106383,0.182970600162907,0
"6416","Site",345,6768,0.0509751773049645,0.307123583167098,0
"28689","Site",421,8272,0.050894584139265,0.306968370454272,0
"33620","Site",191,3760,0.0507978723404255,0.180607989127861,0
"9522","Site",305,6016,0.0506981382978723,0.194081004552032,0
"29972","Site",76,1504,0.050531914893617,0.0683971363137184,0
"576","Site",95,1880,0.050531914893617,0.0764703231318969,0
"25858","Site",133,2632,0.050531914893617,0.090480906537542,0
"37728","Site",437,8648,0.050531914893617,0.164010571218824,0
"5968","Site",302,6016,0.0501994680851064,0.0222208087782504,0
"38272","Site",415,8272,0.0501692456479691,0.0138426356383873,0
"17187","Site",678,13536,0.0500886524822695,-0.0239555187572177,0
"34660","Site",188,3760,0.05,-0.0367798739791755,0
"1364","Site",94,1880,0.05,-0.0260072983018616,0
"20531","Site",357,7144,0.0499720044792833,-0.0612115397188914,0
"25605","Site",507,10152,0.0499408983451537,-0.0868951079999018,0
"21380","Site",675,13536,0.0498670212765957,-0.138528982606408,0
"17808","Site",543,10904,0.0497982391782832,-0.156247204156747,0
"8995","Site",318,6392,0.0497496871088861,-0.136877157916788,0
"37702","Site",505,10152,0.0497438928289992,-0.175093801593657,0
"12937","Site",243,4888,0.0497135842880524,-0.130911000480389,0
"1881","Site",355,7144,0.0496920492721165,-0.166351360883106,0
"18548","Site",186,3760,0.049468085106383,-0.181705116050534,0
"34713","Site",539,10904,0.0494314013206163,-0.326453269081477,0
"37186","Site",910,18424,0.0493920972644377,-0.448050805997112,0
"22677","Site",390,7896,0.0493920972644377,-0.293318104809677,0
