"GroupID","GroupLevel","Numerator","Denominator","Metric"
"4","Site",16,376,0.0425531914893617
"257","Site",173,3760,0.0460106382978723
"384","Site",285,5264,0.0541413373860182
"391","Site",88,2256,0.0390070921985816
"531","Site",841,17296,0.0486239592969473
"576","Site",95,1880,0.050531914893617
"1283","Site",87,1504,0.0578457446808511
"1364","Site",94,1880,0.05
"1828","Site",142,2632,0.053951367781155
"1881","Site",355,7144,0.0496920492721165
"1925","Site",48,1128,0.0425531914893617
"1927","Site",79,1880,0.0420212765957447
"2392","Site",397,8648,0.0459065679925994
"4695","Site",195,3384,0.0576241134751773
"4712","Site",15,376,0.0398936170212766
"4897","Site",28,752,0.0372340425531915
"5968","Site",302,6016,0.0501994680851064
"5977","Site",43,752,0.0571808510638298
"6230","Site",55,1128,0.048758865248227
"6273","Site",52,1128,0.0460992907801418
"6416","Site",345,6768,0.0509751773049645
"6530","Site",311,6016,0.0516954787234043
"8197","Site",43,752,0.0571808510638298
"8304","Site",234,4512,0.0518617021276596
"8454","Site",22,376,0.0585106382978723
"8545","Site",17,376,0.0452127659574468
"8560","Site",487,9400,0.0518085106382979
"8594","Site",681,13160,0.0517477203647416
"8995","Site",318,6392,0.0497496871088861
"9072","Site",18,376,0.0478723404255319
"9232","Site",108,2632,0.0410334346504559
"9522","Site",305,6016,0.0506981382978723
"9560","Site",37,752,0.0492021276595745
"9844","Site",77,1504,0.0511968085106383
"10081","Site",18,376,0.0478723404255319
"10325","Site",66,1128,0.0585106382978723
"10497","Site",214,4136,0.0517408123791103
"10608","Site",119,2632,0.0452127659574468
"12432","Site",375,7144,0.052491601343785
"12937","Site",243,4888,0.0497135842880524
"12946","Site",45,752,0.0598404255319149
"13057","Site",49,1128,0.0434397163120567
"13112","Site",17,376,0.0452127659574468
"13825","Site",18,376,0.0478723404255319
"13878","Site",17,376,0.0452127659574468
"14408","Site",262,4512,0.0580673758865248
"14601","Site",265,5640,0.0469858156028369
"14707","Site",144,3008,0.0478723404255319
"14729","Site",308,5640,0.0546099290780142
"16424","Site",140,3008,0.0465425531914894
"16470","Site",122,2256,0.0540780141843972
"16980","Site",23,376,0.0611702127659574
"16996","Site",355,6768,0.0524527186761229
"17010","Site",48,1128,0.0425531914893617
"17187","Site",678,13536,0.0500886524822695
"17208","Site",30,752,0.0398936170212766
"17235","Site",237,4512,0.0525265957446809
"17472","Site",144,3008,0.0478723404255319
"17541","Site",580,12032,0.0482047872340426
"17542","Site",147,3008,0.0488696808510638
"17717","Site",252,4136,0.0609284332688588
"17729","Site",254,4512,0.0562943262411347
"17799","Site",53,1128,0.0469858156028369
"17808","Site",543,10904,0.0497982391782832
"17961","Site",469,9024,0.0519725177304965
"18449","Site",41,752,0.0545212765957447
"18496","Site",43,752,0.0571808510638298
"18537","Site",171,3760,0.0454787234042553
"18548","Site",186,3760,0.049468085106383
"18743","Site",71,1504,0.0472074468085106
"18777","Site",357,7520,0.0474734042553192
"20531","Site",357,7144,0.0499720044792833
"20757","Site",37,752,0.0492021276595745
"21380","Site",675,13536,0.0498670212765957
"21655","Site",20,376,0.0531914893617021
"22022","Site",30,752,0.0398936170212766
"22677","Site",390,7896,0.0493920972644377
"25127","Site",101,1880,0.0537234042553192
"25160","Site",34,752,0.0452127659574468
"25171","Site",25,376,0.0664893617021277
"25348","Site",178,3384,0.0526004728132388
"25449","Site",45,752,0.0598404255319149
"25605","Site",507,10152,0.0499408983451537
"25858","Site",133,2632,0.050531914893617
"26115","Site",227,4888,0.0464402618657938
"26117","Site",105,2256,0.0465425531914894
"26167","Site",15,376,0.0398936170212766
"26213","Site",126,2632,0.0478723404255319
"26499","Site",36,752,0.0478723404255319
"26665","Site",58,1128,0.0514184397163121
"26725","Site",49,1128,0.0434397163120567
"26772","Site",80,1504,0.0531914893617021
"26880","Site",354,6768,0.0523049645390071
"26885","Site",36,752,0.0478723404255319
"28689","Site",421,8272,0.050894584139265
"29013","Site",106,1880,0.0563829787234043
"29289","Site",29,376,0.0771276595744681
"29476","Site",23,376,0.0611702127659574
"29972","Site",76,1504,0.050531914893617
"30089","Site",11,376,0.0292553191489362
"30233","Site",119,2256,0.0527482269503546
"30336","Site",97,1880,0.0515957446808511
"30729","Site",175,3384,0.0517139479905437
"30741","Site",67,1128,0.0593971631205674
"30851","Site",31,752,0.0412234042553191
"30984","Site",23,376,0.0611702127659574
"31107","Site",321,6768,0.0474290780141844
"32913","Site",212,4136,0.051257253384913
"32920","Site",39,752,0.0518617021276596
"33348","Site",39,752,0.0518617021276596
"33539","Site",175,3384,0.0517139479905437
"33617","Site",427,8648,0.0493755781683626
"33620","Site",191,3760,0.0507978723404255
"33671","Site",32,752,0.0425531914893617
"34067","Site",78,1504,0.0518617021276596
"34071","Site",482,10152,0.047478329393223
"34341","Site",458,10904,0.0420029347028613
"34353","Site",58,1128,0.0514184397163121
"34355","Site",521,10152,0.0513199369582348
"34643","Site",66,1128,0.0585106382978723
"34660","Site",188,3760,0.05
"34694","Site",346,6392,0.0541301627033792
"34696","Site",420,8648,0.0485661424606846
"34713","Site",539,10904,0.0494314013206163
"35155","Site",84,1880,0.0446808510638298
"37186","Site",910,18424,0.0493920972644377
"37702","Site",505,10152,0.0497438928289992
"37728","Site",437,8648,0.050531914893617
"37892","Site",33,752,0.0438829787234043
"37938","Site",41,752,0.0545212765957447
"38248","Site",92,1504,0.0611702127659574
"38249","Site",34,752,0.0452127659574468
"38272","Site",415,8272,0.0501692456479691
"38711","Site",426,7896,0.053951367781155
"39000","Site",158,3008,0.0525265957446809
"39025","Site",126,2256,0.0558510638297872
