"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"34341","Site",458,10904,0.0420029347028613,0.0501349920998942,1.0636071242676,-3.77312608380725,0,0,2
"391","Site",88,2256,0.0390070921985816,0.0501349920998942,1.0636071242676,-2.34850083702752,0,0,2
"9232","Site",108,2632,0.0410334346504559,0.0501349920998942,1.0636071242676,-2.07475403769246,0,0,2
"30089","Site",11,376,0.0292553191489362,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"2392","Site",397,8648,0.0459065679925994,0.0501349920998942,1.0636071242676,-1.74720692326141,0,0,2
"4897","Site",28,752,0.0372340425531915,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"1927","Site",79,1880,0.0420212765957447,0.0501349920998942,1.0636071242676,-1.56317161980826,0,0,2
"18537","Site",171,3760,0.0454787234042553,0.0501349920998942,1.0636071242676,-1.26864443158572,0,0,2
"17208","Site",30,752,0.0398936170212766,0.0501349920998942,1.0636071242676,-1.24788669280751,0,0,2
"22022","Site",30,752,0.0398936170212766,0.0501349920998942,1.0636071242676,-1.24788669280751,0,0,2
"34071","Site",482,10152,0.047478329393223,0.0501349920998942,1.0636071242676,-1.18937877792185,0,0,2
"26115","Site",227,4888,0.0464402618657938,0.0501349920998942,1.0636071242676,-1.14777376654997,0,0,2
"1925","Site",48,1128,0.0425531914893617,0.0501349920998942,1.0636071242676,-1.13144870592191,0,0,2
"17010","Site",48,1128,0.0425531914893617,0.0501349920998942,1.0636071242676,-1.13144870592191,0,0,2
"257","Site",173,3760,0.0460106382978723,0.0501349920998942,1.0636071242676,-1.12371918951437,0,0,2
"10608","Site",119,2632,0.0452127659574468,0.0501349920998942,1.0636071242676,-1.12205066223126,0,0,2
"30851","Site",31,752,0.0412234042553191,0.0501349920998942,1.0636071242676,-1.08585534634393,0,0,2
"14601","Site",265,5640,0.0469858156028369,0.0501349920998942,1.0636071242676,-1.05085916147822,0,0,2
"35155","Site",84,1880,0.0446808510638298,0.0501349920998942,1.0636071242676,-1.05078351263946,0,0,2
"18777","Site",357,7520,0.0474734042553192,0.0501349920998942,1.0636071242676,-1.02555200022444,0,0,2
"13057","Site",49,1128,0.0434397163120567,0.0501349920998942,1.0636071242676,-0.999150665531278,0,0,2
"26725","Site",49,1128,0.0434397163120567,0.0501349920998942,1.0636071242676,-0.999150665531278,0,0,2
"31107","Site",321,6768,0.0474290780141844,0.0501349920998942,1.0636071242676,-0.989127188541583,0,0,2
"17541","Site",580,12032,0.0482047872340426,0.0501349920998942,1.0636071242676,-0.940763109640411,0,0,2
"33671","Site",32,752,0.0425531914893617,0.0501349920998942,1.0636071242676,-0.92382399988034,0,0,2
"531","Site",841,17296,0.0486239592969473,0.0501349920998942,1.0636071242676,-0.882987777611978,0,0,2
"4712","Site",15,376,0.0398936170212766,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"26167","Site",15,376,0.0398936170212766,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"16424","Site",140,3008,0.0465425531914894,0.0501349920998942,1.0636071242676,-0.87545992097917,0,0,2
"37892","Site",33,752,0.0438829787234043,0.0501349920998942,1.0636071242676,-0.761792653416755,0,0,2
"26117","Site",105,2256,0.0465425531914894,0.0501349920998942,1.0636071242676,-0.758170531563078,0,0,2
"4","Site",16,376,0.0425531914893617,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"34696","Site",420,8648,0.0485661424606846,0.0501349920998942,1.0636071242676,-0.648256863935272,0,0,2
"6273","Site",52,1128,0.0460992907801418,0.0501349920998942,1.0636071242676,-0.602256544359379,0,0,2
"25160","Site",34,752,0.0452127659574468,0.0501349920998942,1.0636071242676,-0.599761306953169,0,0,2
"38249","Site",34,752,0.0452127659574468,0.0501349920998942,1.0636071242676,-0.599761306953169,0,0,2
"14707","Site",144,3008,0.0478723404255319,0.0501349920998942,1.0636071242676,-0.551397228051999,0,0,2
"17472","Site",144,3008,0.0478723404255319,0.0501349920998942,1.0636071242676,-0.551397228051999,0,0,2
"26213","Site",126,2632,0.0478723404255319,0.0501349920998942,1.0636071242676,-0.515784877846859,0,0,2
"18743","Site",71,1504,0.0472074468085106,0.0501349920998942,1.0636071242676,-0.504470182932221,0,0,2
"17799","Site",53,1128,0.0469858156028369,0.0501349920998942,1.0636071242676,-0.469958503968745,0,0,2
"37186","Site",910,18424,0.0493920972644377,0.0501349920998942,1.0636071242676,-0.448050805997112,0,0,2
"8545","Site",17,376,0.0452127659574468,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"13112","Site",17,376,0.0452127659574468,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"13878","Site",17,376,0.0452127659574468,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"34713","Site",539,10904,0.0494314013206163,0.0501349920998942,1.0636071242676,-0.326453269081477,0,0,2
"33617","Site",427,8648,0.0493755781683626,0.0501349920998942,1.0636071242676,-0.313793802401233,0,0,2
"17542","Site",147,3008,0.0488696808510638,0.0501349920998942,1.0636071242676,-0.308350208356621,0,0,2
"22677","Site",390,7896,0.0493920972644377,0.0501349920998942,1.0636071242676,-0.293318104809677,0,0,2
"26499","Site",36,752,0.0478723404255319,0.0501349920998942,1.0636071242676,-0.275698614025999,0,0,2
"26885","Site",36,752,0.0478723404255319,0.0501349920998942,1.0636071242676,-0.275698614025999,0,0,2
"6230","Site",55,1128,0.048758865248227,0.0501349920998942,1.0636071242676,-0.205362423187478,0,0,2
"9072","Site",18,376,0.0478723404255319,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"10081","Site",18,376,0.0478723404255319,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"13825","Site",18,376,0.0478723404255319,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"18548","Site",186,3760,0.049468085106383,0.0501349920998942,1.0636071242676,-0.181705116050534,0,0,2
"37702","Site",505,10152,0.0497438928289992,0.0501349920998942,1.0636071242676,-0.175093801593657,0,0,2
"1881","Site",355,7144,0.0496920492721165,0.0501349920998942,1.0636071242676,-0.166351360883106,0,0,2
"17808","Site",543,10904,0.0497982391782832,0.0501349920998942,1.0636071242676,-0.156247204156747,0,0,2
"21380","Site",675,13536,0.0498670212765957,0.0501349920998942,1.0636071242676,-0.138528982606408,0,0,2
"8995","Site",318,6392,0.0497496871088861,0.0501349920998942,1.0636071242676,-0.136877157916788,0,0,2
"12937","Site",243,4888,0.0497135842880524,0.0501349920998942,1.0636071242676,-0.130911000480389,0,0,2
"9560","Site",37,752,0.0492021276595745,0.0501349920998942,1.0636071242676,-0.113667267562414,0,0,2
"20757","Site",37,752,0.0492021276595745,0.0501349920998942,1.0636071242676,-0.113667267562414,0,0,2
"25605","Site",507,10152,0.0499408983451537,0.0501349920998942,1.0636071242676,-0.0868951079999018,0,0,2
"20531","Site",357,7144,0.0499720044792833,0.0501349920998942,1.0636071242676,-0.0612115397188914,0,0,2
"34660","Site",188,3760,0.05,0.0501349920998942,1.0636071242676,-0.0367798739791755,0,0,2
"1364","Site",94,1880,0.05,0.0501349920998942,1.0636071242676,-0.0260072983018616,0,0,2
"17187","Site",678,13536,0.0500886524822695,0.0501349920998942,1.0636071242676,-0.0239555187572177,0,0,2
"38272","Site",415,8272,0.0501692456479691,0.0501349920998942,1.0636071242676,0.0138426356383873,0,0,2
"5968","Site",302,6016,0.0501994680851064,0.0501349920998942,1.0636071242676,0.0222208087782504,0,0,2
"29972","Site",76,1504,0.050531914893617,0.0501349920998942,1.0636071242676,0.0683971363137184,0,0,2
"576","Site",95,1880,0.050531914893617,0.0501349920998942,1.0636071242676,0.0764703231318969,0,0,2
"25858","Site",133,2632,0.050531914893617,0.0501349920998942,1.0636071242676,0.090480906537542,0,0,2
"37728","Site",437,8648,0.050531914893617,0.0501349920998942,1.0636071242676,0.164010571218824,0,0,2
"33620","Site",191,3760,0.0507978723404255,0.0501349920998942,1.0636071242676,0.180607989127861,0,0,2
"9844","Site",77,1504,0.0511968085106383,0.0501349920998942,1.0636071242676,0.182970600162907,0,0,2
"26665","Site",58,1128,0.0514184397163121,0.0501349920998942,1.0636071242676,0.191531697984421,0,0,2
"34353","Site",58,1128,0.0514184397163121,0.0501349920998942,1.0636071242676,0.191531697984421,0,0,2
"9522","Site",305,6016,0.0506981382978723,0.0501349920998942,1.0636071242676,0.194081004552032,0,0,2
"32920","Site",39,752,0.0518617021276596,0.0501349920998942,1.0636071242676,0.210395425364756,0,0,2
"33348","Site",39,752,0.0518617021276596,0.0501349920998942,1.0636071242676,0.210395425364756,0,0,2
"21655","Site",20,376,0.0531914893617021,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"30336","Site",97,1880,0.0515957446808511,0.0501349920998942,1.0636071242676,0.281425565999417,0,0,2
"34067","Site",78,1504,0.0518617021276596,0.0501349920998942,1.0636071242676,0.297544064012095,0,0,2
"28689","Site",421,8272,0.050894584139265,0.0501349920998942,1.0636071242676,0.306968370454272,0,0,2
"6416","Site",345,6768,0.0509751773049645,0.0501349920998942,1.0636071242676,0.307123583167098,0,0,2
"32913","Site",212,4136,0.051257253384913,0.0501349920998942,1.0636071242676,0.320695013772302,0,0,2
"30729","Site",175,3384,0.0517139479905437,0.0501349920998942,1.0636071242676,0.408124941401746,0,0,2
"33539","Site",175,3384,0.0517139479905437,0.0501349920998942,1.0636071242676,0.408124941401746,0,0,2
"10497","Site",214,4136,0.0517408123791103,0.0501349920998942,1.0636071242676,0.458875810324705,0,0,2
"8304","Site",234,4512,0.0518617021276596,0.0501349920998942,1.0636071242676,0.515361436359475,0,0,2
"26772","Site",80,1504,0.0531914893617021,0.0501349920998942,1.0636071242676,0.526690991710471,0,0,2
"34355","Site",521,10152,0.0513199369582348,0.0501349920998942,1.0636071242676,0.530495747156384,0,0,2
"18449","Site",41,752,0.0545212765957447,0.0501349920998942,1.0636071242676,0.534458118291927,0,0,2
"37938","Site",41,752,0.0545212765957447,0.0501349920998942,1.0636071242676,0.534458118291927,0,0,2
"6530","Site",311,6016,0.0516954787234043,0.0501349920998942,1.0636071242676,0.537801396099597,0,0,2
"30233","Site",119,2256,0.0527482269503546,0.0501349920998942,1.0636071242676,0.551513249407641,0,0,2
"39000","Site",158,3008,0.0525265957446809,0.0501349920998942,1.0636071242676,0.582822197193099,0,0,2
"25348","Site",178,3384,0.0526004728132388,0.0501349920998942,1.0636071242676,0.637271869100123,0,0,2
"25127","Site",101,1880,0.0537234042553192,0.0501349920998942,1.0636071242676,0.691336051734456,0,0,2
"17235","Site",237,4512,0.0525265957446809,0.0501349920998942,1.0636071242676,0.713808496945426,0,0,2
"8560","Site",487,9400,0.0518085106382979,0.0501349920998942,1.0636071242676,0.720945467260401,0,0,2
"8454","Site",22,376,0.0585106382978723,0.0501349920998942,1.0636071242676,NA,NA,NA,2
"17961","Site",469,9024,0.0519725177304965,0.0501349920998942,1.0636071242676,0.775605553572601,0,0,2
"26880","Site",354,6768,0.0523049645390071,0.0501349920998942,1.0636071242676,0.793217622557855,0,0,2
